Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
S0003248,C0003248,Archer Daniels Midland,Corn,Malaysia,Asia-Pacific,3,Agriculture,61.71,64.05,57.64,63.44,0.2525,580.93,0.5,0.34,0,1,38,29755,0.89,0.021,66.01,0.84,53.02,0.16,68.47,1,5580.0,Moderate
S0006913,C0006913,Wilmar International,Soybeans,Brazil,South America,2,Agriculture,68.49,75.28,66.95,63.24,0.509,149.68,0.63,0.24,3,0,50,17599,0.8,0.044,70.09,0.93,87.74,0.12,72.35,0,9895.0,Low
S0007289,C0007289,Louis Dreyfus Company,Rice,Brazil,South America,1,Agriculture,67.56,69.53,61.63,71.51,0.5175,674.69,0.61,0.44,3,0,50,9590,0.92,0.054,91.28,0.84,63.84,0.81,78.65,0,7537.0,Low
S0002552,C0002552,Tata Steel,Steel Billets,Japan,Asia-Pacific,2,Metals,45.49,18.34,52.99,65.15,0.3824,394.37,0.29,0.15,1,1,27,49654,0.97,0.051,45.12,0.86,81.87,0.25,70.97,0,4041.0,Moderate
S0004665,C0004665,Cargill,Soybeans,USA,North America,3,Agriculture,47.65,49.21,36.93,56.81,0.4562,169.3,0.6,0.03,3,1,21,42387,0.93,0.039,69.46,1.51,61.21,0.65,65.47,0,4235.0,Moderate
S0006930,C0006930,Bunge Limited,Soybeans,Japan,Asia-Pacific,2,Agriculture,61.84,53.41,74.89,57.23,0.9025,1298.86,0.69,0.34,3,1,40,24618,0.91,0.028,87.54,0.48,71.73,0.33,71.56,2,4764.0,Moderate
S0009602,C0009602,Sime Darby Plantation,Palm Oil,Brazil,South America,2,Agriculture,77.66,98.52,71.53,62.92,0.2345,549.03,0.54,0.37,1,0,39,38235,0.93,0.015,64.35,0.31,80.11,0.76,74.89,1,6067.0,Low
S0008404,C0008404,Tata Steel,Steel Billets,China,Asia-Pacific,1,Metals,61.9,66.77,67.52,51.4,0.176,475.61,0.63,0.39,1,1,7,38572,0.91,0.03,68.07,1.55,70.3,0.79,69.03,1,7132.0,Moderate
S0003632,C0003632,Tata Steel,Steel Billets,China,Asia-Pacific,3,Metals,70.95,58.58,74.02,80.24,0.509,1172.17,0.56,0.12,0,0,20,28284,0.9,0.042,83.96,0.99,80.56,0.39,90.05,1,8925.0,Low
S0000737,C0000737,Foxconn,Electronic Components,China,Asia-Pacific,1,Electronics,54.83,51.2,61.01,52.29,0.9185,163.26,0.49,0.62,1,0,14,12222,0.78,0.023,74.51,1.68,57.97,0.38,76.66,1,11716.0,Moderate
S0008448,C0008448,Samsung Electronics,LCD Panels,Indonesia,Asia-Pacific,2,Electronics,50.5,71.78,44.93,34.79,0.8769,1104.15,0.43,0.23,2,1,29,48733,0.93,0.045,75.26,0.54,76.98,0.46,77.55,2,1043.0,Moderate
S0007555,C0007555,Cargill,Cocoa,Indonesia,Asia-Pacific,2,Agriculture,71.62,77.78,78.28,58.79,0.9619,1335.99,0.28,0.14,0,0,41,47587,0.89,0.037,89.61,0.74,85.39,0.89,49.19,1,5937.0,Low
S0005978,C0005978,Bunge Limited,Sunflower Seeds,Malaysia,Asia-Pacific,1,Agriculture,69.25,65.13,62.57,80.04,0.2329,1008.07,0.58,0.27,1,1,10,42856,0.9,0.013,67.63,0.94,73.1,0.59,73.04,0,1992.0,Low
S0000804,C0000804,Cargill,Cocoa,USA,North America,3,Agriculture,40.66,38.74,32.14,51.1,0.5819,686.06,0.37,0.92,1,1,28,11994,0.93,0.022,86.13,0.74,53.86,0.71,70.95,3,4330.0,Moderate
S0008078,C0008078,Wilmar International,Palm Oil,USA,North America,1,Agriculture,73.35,76.05,77.38,66.63,0.3695,1286.82,0.6,0.54,2,1,25,48062,0.84,0.027,67.13,0.85,56.07,0.79,89.4,0,5305.0,Low
S0000959,C0000959,Bunge Limited,Sunflower Seeds,USA,North America,3,Agriculture,70.5,54.66,76.11,80.72,0.3116,126.8,0.46,0.69,0,1,13,15969,0.86,0.046,40.68,1.5,87.78,0.82,55.41,0,1883.0,Low
S0002166,C0002166,Yara International,Fertilizers,USA,North America,3,Chemicals,54.68,67.93,53.67,42.44,0.8956,786.06,0.51,0.5,3,0,14,1782,0.93,0.042,55.35,0.55,60.23,0.27,70.39,2,5413.0,Moderate
S0009535,C0009535,Nestlé,Cocoa,USA,North America,2,Agriculture,48.52,25.83,66.77,52.96,0.4385,780.21,0.63,0.48,0,0,28,9473,0.83,0.013,22.53,0.42,62.26,0.21,65.43,0,5883.0,Moderate
S0005086,C0005086,Bunge Limited,Soybeans,USA,North America,3,Agriculture,67.17,70.27,100.0,31.24,0.039,1251.15,0.58,0.53,1,0,44,23654,0.94,0.064,57.1,0.91,50.58,0.62,71.54,1,10472.0,Low
S0007241,C0007241,Foxconn,Printed Circuit Boards,India,Asia-Pacific,3,Electronics,74.77,75.7,57.5,91.12,0.5703,819.82,0.54,0.5,0,1,16,16960,0.86,0.021,50.96,0.74,64.32,0.75,69.39,3,11118.0,Moderate
S0002942,C0002942,Olam International,Spices,China,Asia-Pacific,1,Agriculture,58.57,52.6,57.93,65.18,0.6409,190.95,0.69,0.74,0,1,11,7103,0.85,0.008,64.66,0.75,74.77,0.48,76.26,1,766.0,Moderate
S0006911,C0006911,Olam International,Cocoa,Malaysia,Asia-Pacific,1,Agriculture,58.33,62.04,51.53,61.42,0.7643,278.04,0.71,0.27,0,0,50,15266,0.94,0.029,48.81,2.04,77.08,0.48,92.39,1,5851.0,Moderate
S0002095,C0002095,Cargill,Soybeans,China,Asia-Pacific,3,Agriculture,68.14,74.07,83.85,46.5,0.5006,1419.52,0.77,0.25,0,0,42,5896,0.9,0.057,73.57,1.53,78.62,0.78,67.2,4,697.0,Moderate
S9000059,C9000059,Yara International,Ammonia,Japan,Asia-Pacific,1,Chemicals,56.09,50.54,65.49,52.24,0.4407,474.35,0.63,0.18,3,0,20,30687,0.91,0.045,82.92,0.2,74.69,0.19,80.67,2,5721.0,Moderate
S0002669,C0002669,Archer Daniels Midland,Wheat,Malaysia,Asia-Pacific,3,Agriculture,58.19,56.37,49.72,68.48,0.9729,107.91,0.73,0.4,0,1,20,23634,0.96,0.023,59.3,1.45,65.62,0.6,61.09,0,5206.0,Moderate
S0000051,C0000051,Foxconn,Electronic Components,Indonesia,Asia-Pacific,1,Electronics,63.14,69.32,54.11,65.99,0.2529,614.48,0.49,0.22,0,0,30,22012,0.83,0.015,91.07,0.62,100.0,0.63,71.14,0,4614.0,Moderate
S0001810,C0001810,Louis Dreyfus Company,Rice,USA,North America,3,Agriculture,67.42,47.99,94.06,60.2,0.2359,780.21,0.5,0.42,2,0,18,37100,0.97,0.038,67.18,0.2,74.22,0.9,79.32,0,9016.0,Low
S0001119,C0001119,Archer Daniels Midland,Wheat,Indonesia,Asia-Pacific,3,Agriculture,62.95,54.48,65.08,69.29,0.3174,572.67,0.57,0.92,2,1,47,11730,0.84,0.022,80.34,1.14,82.81,0.68,82.46,1,8683.0,Moderate
S0003669,C0003669,Syngenta,Seeds,China,Asia-Pacific,1,Agriculture,62.91,60.105000000000004,46.52,66.68,0.7291,527.63,0.56,0.58,2,1,16,49314,0.93,0.041,62.0,1.02,62.68,0.29,60.57,0,6839.0,Moderate
S0004872,C0004872,Yara International,Fertilizers,India,Asia-Pacific,2,Chemicals,47.38,35.17,70.75,36.22,0.1771,904.51,0.87,0.51,2,1,13,49109,0.94,0.015,70.51,0.86,82.26,0.78,78.77,0,11053.0,Moderate
S0006300,C0006300,Sime Darby Plantation,Palm Fruits,China,Asia-Pacific,2,Agriculture,76.38,70.45,80.91,77.77,0.5014,780.21,0.75,0.4,1,0,30,21377,0.9,0.031,96.24,0.92,88.55,0.46,57.99,0,11214.0,Low
S0005460,C0005460,Syngenta,Seeds,Indonesia,Asia-Pacific,2,Agriculture,66.54,66.09,61.97,71.56,0.0395,823.09,0.71,0.35,2,0,16,43264,0.87,0.03,54.86,0.71,92.76,0.5,55.48,1,3607.0,Low
S0008714,C0008714,Cargill,Cocoa,Brazil,South America,2,Agriculture,62.16,84.83,74.93,26.72,0.5609,258.61,0.51,0.47,1,1,23,9064,0.88,0.038,100.0,0.49,77.12,0.21,96.42,0,3847.0,Moderate
S0005099,C0005099,Archer Daniels Midland,Wheat,China,Asia-Pacific,2,Agriculture,58.01,65.5,54.21,54.31,0.2732,854.05,0.57,0.0,2,0,46,20585,0.86,0.038,44.7,1.73,87.78,0.73,70.39,3,3382.0,Moderate
S0008477,C0008477,Cargill,Soybeans,India,Asia-Pacific,2,Agriculture,63.15,36.79,64.79,87.57,0.5513,670.14,0.59,0.43,0,0,5,25376,0.85,0.034,80.77,0.68,73.28,0.26,82.44,1,1989.0,Moderate
S0008781,C0008781,Sime Darby Plantation,Palm Fruits,India,Asia-Pacific,2,Agriculture,62.58,84.59,57.53,65.92,0.1915,1296.86,0.85,0.76,0,1,22,46242,0.84,0.034,60.63,1.24,82.39,0.83,70.29,1,4195.0,Moderate
S0002610,C0002610,Wilmar International,Palm Oil,China,Asia-Pacific,1,Agriculture,55.76,44.77,61.22,61.29,0.7107,1450.43,0.3,0.48,2,1,6,35593,0.89,0.038,100.0,1.13,89.59,0.23,86.57,1,11481.0,Moderate
S0003576,C0003576,Olam International,Cashew Nuts,USA,North America,1,Agriculture,57.22,73.0,44.93,53.74,0.6624,1221.15,0.63,0.62,2,0,16,11120,0.99,0.032,76.14,0.89,77.56,0.57,61.54,0,3770.0,Moderate
S0007225,C0007225,Louis Dreyfus Company,Rice,Japan,Asia-Pacific,1,Agriculture,53.49,41.42,64.56,54.49,0.9307,897.49,0.66,0.36,3,0,37,38267,0.95,0.019,88.12,1.5,79.06,0.38,56.64,1,3893.0,Moderate
S0009203,C0009203,Sime Darby Plantation,Palm Oil,India,Asia-Pacific,2,Agriculture,45.8,55.16,46.86,35.39,0.4945,996.87,0.53,0.28,3,0,32,22960,0.91,0.02,70.59,1.1,54.4,0.51,65.12,1,8482.0,Moderate
S0008846,C0008846,Nestlé,Milk Powder,China,Asia-Pacific,1,Food & Beverage,72.28,43.46,96.17,77.22,0.4322,70.69,0.56,0.26,3,0,45,15394,0.88,0.041,60.93,1.22,83.09,0.53,57.98,0,6067.0,Low
S0007084,C0007084,Louis Dreyfus Company,Soybeans,Malaysia,Asia-Pacific,1,Agriculture,64.41,72.48,52.72,68.02,0.6339,465.84,0.58,0.2,2,0,30,43577,0.82,0.045,25.01,1.19,77.08,0.36,77.64,0,7254.0,Moderate
S0001866,C0001866,Sime Darby Plantation,Palm Fruits,Indonesia,Asia-Pacific,2,Agriculture,74.26,60.105000000000004,55.76,78.54,0.7739,988.97,0.47,0.26,0,0,20,29070,0.88,0.022,77.37,0.57,97.82,0.61,90.93,2,10131.0,Moderate
S0005739,C0005739,Wilmar International,Soybeans,China,Asia-Pacific,1,Agriculture,81.49,82.69,61.78,100.0,0.365,908.96,0.43,0.0,1,1,8,36995,0.92,0.0,96.57,1.51,64.03,0.39,41.75,0,11109.0,Low
S0002012,C0002012,Nestlé,Milk Powder,China,Asia-Pacific,3,Food & Beverage,59.94,53.13,69.2,57.5,0.7615,201.17,0.76,0.72,1,1,5,24870,0.89,0.057,87.53,0.51,56.08,0.43,63.07,1,1032.0,Moderate
S0005476,C0005476,Louis Dreyfus Company,Soybeans,India,Asia-Pacific,3,Agriculture,72.35,65.25,73.57,78.22,0.2636,439.34,0.91,0.38,2,1,19,38517,0.93,0.017,48.41,0.71,69.12,0.53,72.01,1,676.0,Low
S0009600,C0009600,Archer Daniels Midland,Wheat,USA,North America,2,Agriculture,66.81,71.35,66.4,62.68,0.6367,780.47,0.67,0.45,0,1,27,23760,0.99,0.036,60.14,0.6,62.87,0.6,78.81,2,2173.0,Moderate
S0003211,C0003211,Foxconn,Electronic Components,Brazil,South America,3,Electronics,54.99,31.71,84.08,49.19,0.5923,1177.43,0.61,0.32,3,1,29,40956,0.85,0.029,64.21,2.04,62.92,0.24,77.57,0,9777.0,Moderate
S0006394,C0006394,Syngenta,Seeds,Indonesia,Asia-Pacific,3,Agriculture,70.81,95.29,55.15,61.99,0.7978,387.89,0.38,0.18,1,0,47,13014,0.89,0.037,68.46,0.98,84.45,0.72,82.73,1,4082.0,Low
S0003493,C0003493,Archer Daniels Midland,Soybeans,China,Asia-Pacific,1,Agriculture,70.03,56.73,84.11,69.24,0.509,1453.66,0.53,0.74,1,1,21,36095,0.88,0.03,65.88,0.68,89.81,0.65,59.74,2,3384.0,Moderate
S0000260,C0000260,Sime Darby Plantation,Palm Fruits,China,Asia-Pacific,2,Agriculture,67.95,89.77,57.95,56.13,0.9173,525.37,0.8,0.27,3,0,31,45752,0.92,0.028,82.36,1.6,71.4,0.28,49.96,2,3390.0,Moderate
S0000557,C0000557,Sime Darby Plantation,Palm Oil,Malaysia,Asia-Pacific,3,Agriculture,70.21,43.75,100.0,66.87,0.7406,1162.55,0.47,0.36,0,0,21,37074,0.94,0.018,60.14,0.2,55.14,0.56,88.22,1,1204.0,Low
S0001334,C0001334,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,1,Chemicals,74.01,63.55,83.89,74.58,0.3283,760.03,0.74,0.28,1,0,14,24436,0.92,0.031,69.76,0.95,74.77,0.74,88.94,0,2364.0,Low
S0001122,C0001122,Syngenta,Crop Protection Chemicals,Brazil,South America,3,Chemicals,56.28,31.02,74.84,62.97,0.9416,312.27,0.54,0.32,2,0,25,16698,0.91,0.014,63.04,0.91,54.73,0.51,59.94,1,922.0,Moderate
S0003938,C0003938,Foxconn,Electronic Components,China,Asia-Pacific,3,Electronics,71.79,83.19,48.04,84.14,0.2288,898.21,0.65,0.26,1,1,27,20882,0.91,0.01,94.62,0.2,62.89,0.21,57.02,1,2395.0,Low
S0001279,C0001279,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,1,Electronics,58.99,82.84,44.2,49.93,0.384,1491.4,0.58,0.42,3,0,12,7569,0.89,0.037,89.92,1.69,83.68,0.44,92.53,1,396.0,Moderate
S0005754,C0005754,Wilmar International,Sugar,Malaysia,Asia-Pacific,3,Agriculture,56.43,63.47,47.2,58.63,0.7243,1243.38,0.52,0.76,3,0,32,8809,0.83,0.035,86.94,1.49,76.83,0.7,79.19,2,8868.0,Moderate
S0002789,C0002789,Sime Darby Plantation,Palm Oil,China,Asia-Pacific,3,Agriculture,64.31,52.8,62.26,77.88,0.3953,1184.55,0.59,0.55,2,1,21,9119,0.88,0.002,49.57,1.05,100.0,0.37,73.08,0,9904.0,Moderate
S0008441,C0008441,Cargill,Soybeans,Malaysia,Asia-Pacific,3,Agriculture,60.84,61.38,55.29,65.84,0.5262,1021.39,0.46,0.33,2,1,26,48181,0.95,0.032,69.76,0.84,57.47,0.51,95.53,1,437.0,Moderate
S0005587,C0005587,Tata Steel,Steel Billets,China,Asia-Pacific,1,Metals,47.91,67.94,45.64,30.16,0.2153,256.42,0.62,0.47,1,1,14,32038,0.96,0.029,81.09,0.95,68.13,0.24,56.67,3,5608.0,Moderate
S0008474,C0008474,Foxconn,Printed Circuit Boards,China,Asia-Pacific,3,Electronics,55.3,45.88,56.47,63.54,0.0158,469.2,0.62,0.56,3,0,40,49354,0.88,0.021,61.36,0.78,81.75,0.42,63.32,1,7399.0,Moderate
S0001417,C0001417,Archer Daniels Midland,Wheat,China,Asia-Pacific,2,Agriculture,62.58,60.105000000000004,35.17,42.36,0.6708,1409.72,0.78,0.2,2,1,10,36967,0.92,0.048,100.0,0.86,88.16,0.44,77.28,1,5181.0,Moderate
S0005386,C0005386,Bunge Limited,Sunflower Seeds,Malaysia,Asia-Pacific,1,Agriculture,58.94,60.105000000000004,59.7,60.63,0.9344,634.94,0.48,0.31,1,0,26,30193,0.81,0.014,65.28,0.83,45.56,0.35,76.3,1,3725.0,Moderate
S0002118,C0002118,Yara International,Ammonia,Malaysia,Asia-Pacific,3,Chemicals,49.14,50.21,60.53,36.67,0.5145,497.87,0.62,0.58,2,0,36,38522,0.89,0.012,31.21,0.64,81.34,0.22,87.3,1,3546.0,Moderate
S0007343,C0007343,Foxconn,Printed Circuit Boards,Indonesia,Asia-Pacific,2,Electronics,62.58,56.25,70.36,48.45,0.3513,940.55,0.71,0.31,0,0,27,46847,0.87,0.014,68.83,1.16,62.34,0.9,69.99,2,9031.0,Moderate
S0002313,C0002313,Bunge Limited,Soybeans,Indonesia,Asia-Pacific,3,Agriculture,65.55,73.58,56.55,63.1,0.509,522.45,0.39,0.41,0,1,28,24473,1.0,0.049,48.13,1.35,54.82,0.87,63.16,2,470.0,Moderate
S0000712,C0000712,Olam International,Cashew Nuts,USA,North America,1,Agriculture,54.06,64.07,59.56,38.56,0.8575,292.76,0.54,0.07,0,1,36,39631,0.86,0.052,98.68,0.65,85.09,0.23,55.86,0,8759.0,Moderate
S0004455,C0004455,Foxconn,Printed Circuit Boards,USA,North America,2,Electronics,77.87,88.16,78.26,67.18,0.4896,1287.29,0.68,0.59,0,0,7,20337,0.88,0.035,92.02,1.41,48.86,0.82,82.42,0,2059.0,Low
S0007945,C0007945,Olam International,Spices,Indonesia,Asia-Pacific,3,Agriculture,54.35,68.26,28.85,65.94,0.5085,1324.07,0.63,0.32,2,1,44,20090,0.95,0.019,39.49,1.25,94.58,0.2,79.16,1,263.0,Moderate
S0005477,C0005477,Bunge Limited,Soybeans,USA,North America,1,Agriculture,49.99,53.63,52.38,43.96,0.4935,541.29,0.56,0.64,2,1,30,14767,0.95,0.037,100.0,1.1,61.33,0.55,79.83,0,320.0,Moderate
S0000720,C0000720,Olam International,Cocoa,USA,North America,3,Agriculture,81.23,88.82,97.72,57.14,0.5619,983.72,0.82,0.55,1,1,9,37025,0.92,0.063,59.43,1.76,100.0,0.88,86.36,0,8782.0,Low
S0001355,C0001355,Wilmar International,Soybeans,Japan,Asia-Pacific,3,Agriculture,71.65,50.87,76.66,87.41,0.2676,1104.41,0.83,0.68,2,1,10,5161,0.92,0.018,87.24,1.0,45.76,0.12,67.1,0,2985.0,Low
S0009900,C0009900,Yara International,Fertilizers,Japan,Asia-Pacific,2,Chemicals,72.17,75.58,70.44,70.49,0.184,887.0,0.79,0.74,3,0,30,25376,0.98,0.029,64.23,1.06,91.88,0.28,66.3,3,4191.0,Moderate
S0002084,C0002084,Yara International,Ammonia,Brazil,South America,2,Chemicals,49.97,54.16,53.4,42.36,0.5949,1370.94,0.68,0.49,1,0,6,28934,0.89,0.007,39.77,0.41,58.62,0.59,90.32,1,7969.0,Moderate
S0003769,C0003769,Wilmar International,Soybeans,Indonesia,Asia-Pacific,3,Agriculture,70.56,68.22,76.76,66.71,0.3438,194.35,0.6,0.58,2,0,49,8294,0.94,0.034,51.18,0.81,54.69,0.31,58.16,0,8061.0,Low
S0003312,C0003312,Tata Steel,Steel Billets,Malaysia,Asia-Pacific,2,Metals,60.36,64.19,72.92,43.97,0.509,975.99,0.7,0.35,1,1,22,44254,0.89,0.0,58.18,0.92,98.23,0.86,69.57,0,7906.0,Moderate
S0003870,C0003870,Louis Dreyfus Company,Soybeans,Indonesia,Asia-Pacific,2,Agriculture,62.35,53.24,71.68,62.14,0.2415,122.85,0.62,0.0,3,1,44,15357,0.89,0.02,54.01,0.73,67.55,0.16,66.43,4,7131.0,Moderate
S0007455,C0007455,Sime Darby Plantation,Palm Oil,USA,North America,1,Agriculture,71.32,93.82,91.15,28.99,0.1864,884.65,0.68,0.25,1,0,42,36160,1.0,0.028,76.07,1.07,68.07,0.61,53.56,0,9310.0,Low
S0005134,C0005134,Sime Darby Plantation,Palm Oil,Brazil,South America,3,Agriculture,63.64,63.02,65.88,62.02,0.8186,976.76,0.6,0.46,2,1,42,19727,0.87,0.018,39.64,0.27,83.32,0.84,68.25,1,1047.0,Moderate
S0008927,C0008927,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,1,Electronics,75.37,82.13,71.29,72.68,0.1275,1001.94,0.45,0.56,0,0,13,16537,0.98,0.029,85.54,0.54,74.31,0.43,60.48,3,2980.0,Moderate
S0009920,C0009920,Foxconn,Printed Circuit Boards,USA,North America,3,Electronics,47.39,60.12,27.4,54.65,0.6964,780.21,0.72,0.35,1,0,27,48757,0.86,0.028,80.85,0.77,52.39,0.48,71.26,0,6742.0,Moderate
S0004407,C0004407,Nestlé,Cocoa,Indonesia,Asia-Pacific,2,Agriculture,59.95,55.97,65.03,58.85,0.1182,178.19,0.93,0.4,1,1,48,25376,0.89,0.036,76.46,1.39,77.59,0.79,58.34,1,3101.0,Moderate
S0003188,C0003188,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,3,Electronics,53.85,28.38,81.08,52.09,0.0322,488.01,0.93,0.19,1,1,27,32809,0.89,0.012,78.66,2.04,100.0,0.4,80.16,0,4887.0,Moderate
S0000231,C0000231,Tata Steel,Iron Ore,Brazil,South America,1,Metals,52.86,70.33,45.86,42.39,0.069,926.32,0.64,0.43,2,0,12,13671,0.98,0.04,47.18,0.96,62.93,0.23,63.79,1,2325.0,Moderate
S0004967,C0004967,Samsung Electronics,LCD Panels,USA,North America,3,Electronics,74.1,82.12,67.73,72.44,0.9916,1124.9,0.38,0.68,3,1,9,25376,0.87,0.017,87.74,0.85,64.59,0.24,57.92,2,10754.0,Moderate
S0000925,C0000925,Wilmar International,Palm Oil,Indonesia,Asia-Pacific,3,Agriculture,87.66,96.93,84.6,81.45,0.1933,854.52,0.55,0.5,3,1,49,39202,0.91,0.03,90.54,1.0,99.52,0.47,73.61,3,1716.0,Moderate
S0007769,C0007769,Louis Dreyfus Company,Rice,USA,North America,1,Agriculture,66.76,80.48,52.28,67.52,0.476,1261.47,0.68,0.0,1,0,9,5003,0.9,0.013,84.08,0.77,74.54,0.89,57.09,0,5239.0,Low
S0001596,C0001596,Nestlé,Cocoa,India,Asia-Pacific,1,Agriculture,62.3,60.105000000000004,73.45,66.56,0.9193,1093.46,0.41,0.62,3,0,11,28398,0.89,0.028,61.64,0.2,83.63,0.17,58.02,1,11506.0,Moderate
S0001546,C0001546,Tata Steel,Iron Ore,Indonesia,Asia-Pacific,2,Metals,70.62,67.46,66.23,78.18,0.1433,127.47,0.59,0.19,3,0,15,8416,0.96,0.051,77.37,0.61,61.83,0.74,41.58,0,6908.0,Low
S0006198,C0006198,Archer Daniels Midland,Corn,China,Asia-Pacific,3,Agriculture,64.86,52.24,73.89,68.45,0.7491,1468.27,0.63,0.16,0,0,31,15118,0.97,0.027,100.0,1.23,44.08,0.23,51.23,1,5060.0,Moderate
S0000236,C0000236,Yara International,Fertilizers,China,Asia-Pacific,2,Chemicals,65.06,58.9,56.04,80.25,0.7336,780.21,0.78,0.46,1,0,25,46986,0.92,0.034,73.19,0.85,71.25,0.54,57.16,1,3744.0,Low
S0001086,C0001086,Sime Darby Plantation,Palm Oil,USA,North America,1,Agriculture,70.05,50.35,76.0,83.8,0.072,1448.87,0.61,0.33,0,1,48,46977,0.93,0.04,72.38,1.32,65.85,0.55,69.71,1,5912.0,Low
S0000958,C0000958,Foxconn,Electronic Components,Malaysia,Asia-Pacific,2,Electronics,61.6,63.66,73.36,47.79,0.995,727.67,0.59,0.76,0,1,43,20028,0.8,0.008,24.02,1.03,83.16,0.81,74.34,0,1091.0,Moderate
S0008563,C0008563,Nestlé,Cocoa,India,Asia-Pacific,2,Agriculture,50.19,59.85,60.24,30.49,0.4769,1327.11,0.66,0.74,2,1,27,16570,0.88,0.04,92.16,1.16,56.77,0.5,56.13,1,8491.0,Moderate
S0007992,C0007992,Tata Steel,Iron Ore,USA,North America,1,Metals,55.53,52.36,41.13,73.11,0.7427,300.18,0.74,0.2,1,1,38,26263,0.96,0.014,72.61,0.68,49.51,0.38,73.08,1,576.0,Moderate
S0002325,C0002325,Sime Darby Plantation,Palm Fruits,Brazil,South America,2,Agriculture,50.98,72.03,61.72,20.020000000000003,0.0577,918.57,0.58,0.69,3,1,39,29480,0.99,0.034,78.47,0.54,57.66,0.63,87.85,1,4629.0,Moderate
S0004989,C0004989,Olam International,Cocoa,China,Asia-Pacific,3,Agriculture,66.96,74.64,45.33,80.92,0.8568,455.51,0.37,0.27,1,0,41,49322,0.89,0.028,59.96,1.53,89.06,0.53,65.91,0,2139.0,Low
S0005434,C0005434,Sime Darby Plantation,Palm Kernel,Indonesia,Asia-Pacific,2,Agriculture,63.12,64.59,61.56,63.22,0.358,1310.7,0.73,0.49,2,0,34,37056,0.97,0.035,84.95,0.2,59.3,0.61,73.43,1,2891.0,Moderate
S0002544,C0002544,Sime Darby Plantation,Palm Oil,Indonesia,Asia-Pacific,2,Agriculture,55.11,36.38,57.18,71.76,0.7573,737.14,0.93,0.34,3,0,10,21439,0.86,0.004,100.0,0.71,66.9,0.82,61.6,0,1868.0,Moderate
S0000934,C0000934,Louis Dreyfus Company,Soybeans,Brazil,South America,1,Agriculture,69.61,61.46,71.78,75.6,0.7763,458.84,0.68,0.35,3,1,34,2858,0.87,0.027,50.59,1.1,83.38,0.8,84.02,1,588.0,Low
S0006154,C0006154,Nestlé,Milk Powder,Indonesia,Asia-Pacific,2,Food & Beverage,60.45,64.98,67.73,48.65,0.6221,908.57,0.49,0.41,0,0,30,32395,0.92,0.052,36.45,1.28,62.96,0.84,65.41,1,1089.0,Moderate
S0005655,C0005655,Bunge Limited,Canola,Japan,Asia-Pacific,1,Agriculture,52.44,38.57,45.9,72.84,0.3178,996.89,0.65,0.56,3,1,32,17508,0.87,0.057,66.43,1.64,100.0,0.67,73.61,2,250.0,Moderate
S0002801,C0002801,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,2,Electronics,57.38,56.01,64.63,51.51,0.1539,957.67,0.62,0.41,2,0,16,38802,0.89,0.048,81.57,0.69,89.67,0.81,74.11,0,11004.0,Moderate
S0005927,C0005927,Tata Steel,Steel Billets,Malaysia,Asia-Pacific,2,Metals,57.17,57.47,64.79,61.54,0.8443,1415.49,0.36,0.69,1,1,7,1971,0.83,0.041,54.56,0.98,88.56,0.8,70.48,1,6720.0,Moderate
S0008252,C0008252,Yara International,Ammonia,India,Asia-Pacific,2,Chemicals,46.7,31.52,50.05,58.53,0.1203,1124.52,0.74,0.54,1,1,48,8177,0.82,0.029,69.03,1.06,53.35,0.21,56.66,3,834.0,Moderate
S0000448,C0000448,Archer Daniels Midland,Corn,China,Asia-Pacific,2,Agriculture,48.77,48.66,77.96,20.020000000000003,0.302,72.13,0.49,0.22,2,0,9,22900,0.84,0.027,77.71,1.28,78.61,0.62,62.01,1,2837.0,Moderate
S0009216,C0009216,Bunge Limited,Canola,Indonesia,Asia-Pacific,2,Agriculture,65.02,62.57,79.71,52.77,0.3858,562.21,0.73,0.8,3,0,11,8529,0.86,0.018,100.0,0.2,93.04,0.85,76.11,3,2215.0,Moderate
S0004024,C0004024,Foxconn,Printed Circuit Boards,Malaysia,Asia-Pacific,1,Electronics,72.2,65.84,73.84,76.91,0.3065,1346.71,0.35,0.88,0,1,24,23720,0.87,0.07,60.6,1.6,85.77,0.32,79.17,0,7113.0,Low
S0009010,C0009010,Syngenta,Seeds,China,Asia-Pacific,1,Agriculture,77.46,64.95,73.34,94.08,0.7529,168.39,0.49,0.13,2,0,15,20167,0.85,0.035,69.76,0.94,70.16,0.5,81.03,0,9714.0,Low
