SC_ID,Year,Month,Country,Region,Industry_Sector,Supplier_Tier,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0023717,2025.0,AUG,NEPAL,SA,Metals & Mining (Primary),1,87.22913324805938,86.13761779575239,88.53403086225295,85.52808003521338,0.05954067483667886,2.2164861551750423,0.8925287728768252,1.7201772920155105,108.58208098371281,0.42521069846638115,0.20024216205214773,3,1,ISO 9001,33.86321512963222,9670.204255002103,0.9492199656144722,0.007785583494946663,0.0,85.18757837947852,0.3590129292895845,66.88140391114683,8879.99,1.0756450805859068,1.2804991403618053,1774.1666409741026,7500.378611539443,2790.4136813695245,Low
SC0023718,2023.0544639134523,JUN,INDONESIA,EAP,Agriculture & Agribusiness,1,88.09124092624641,84.30610568855379,86.90245688962123,89.83375976864257,0.13767275414549426,1.4015981783003923,0.7162713948196783,1.580993804722507,187.83575850693757,0.671816958701785,0.6539161312386584,3,1,BRCGS,23.782144346190666,7076.382867030728,0.9680544639134523,0.0,0.0,80.03988534192598,0.3332464747319107,77.52592629814892,20121.99,0.9177392852179365,0.889058948673574,59998.21040957615,7637.773452781538,2746.824586541058,Low
SC0023719,2021.0248854929544,JUN,UNITED ARAB EMIRATES,MENA-AP,Agriculture & Agribusiness,2,66.33739156122262,97.58700466487984,90.36482597044,95.30502754513948,0.13400706883112445,2.170198324088247,0.5549070223938211,2.4575861071834355,88.93755345271919,0.6666129767601988,0.956132216058831,3,1,RSPO; ISO 9001,26.751145070457255,1861.6822719523416,0.9758349621129782,0.0341290077466004,0.0,89.91927939719157,0.23109038140815905,80.0130122211347,6483.71,0.8968421385928271,1.1032534352113719,34701.645819737896,10170.42398212629,4402.060915633376,Low
SC0023720,2022.0,FEB,IVORY COAST,SSA,Food & Beverage Processing,1,77.04728176713024,74.11230977401854,78.37299641245805,72.64378186133025,0.03672193970523416,1.0367574422486343,0.8745911007545855,4.003976084112585,114.78362955441561,0.6888042671056097,0.47403719554317075,3,1,BRCGS,16.455975831853664,24406.335452276926,0.8608708540491219,0.0005831707470243905,0.0,89.10434640303805,0.417735854991122,65.31160362522195,17544.64,1.168581219711317,0.9277456101696585,39222.55787034756,18489.96928688761,1408.9597834385372,Low
SC0023721,2021.6284587755504,JUN,TANZANIA,SSA,Food & Beverage Processing,1,86.54422868563266,79.33576850579718,90.15257198408118,86.58904739534059,0.028848595425503606,2.353320564956903,0.9083635852987243,1.383687952682855,237.17019854707186,0.7076205028498251,0.34783003591784467,3,1,BRCGS,26.972329795596707,16981.118777171847,0.9803083151041718,0.01982609306210905,0.0,88.76798422857705,0.22314229387775206,90.71834610701868,6017.48,1.0511145534590947,0.8924742661163374,45174.49510382308,11928.427373133034,2049.952755945427,Low
SC0023722,2019.0,JUN,NEW ZEALAND,EAP,Agriculture & Agribusiness,2,94.35649079366313,92.12415132277188,96.50004985460949,95.32731081841914,0.07625246276303267,0.6978595779712327,0.6318103227105794,2.2740309266756285,102.0776390189918,0.7474989552921092,0.36497405878532063,3,1,BRCGS,2.9039822091678986,10033.505223539454,0.9365761067449926,0.024751768719182683,0.0,80.51506971236456,0.27534189077940585,78.18462163683829,14747.85,0.8722973521032397,1.194880533724963,50660.41263954671,16623.834174509477,3164.359339892727,Low
SC0023723,2021.2191781306396,JUN,INDONESIA,EAP,Agriculture & Agribusiness,1,84.62246582028274,79.4814156735262,80.57214616119411,95.25456607842888,0.013066212823341306,0.15171691834520273,1.6260502139537767,5.307342398410853,327.2881703148679,0.762936071718969,0.6503104996992174,3,1,BRCGS,25.561643738720655,11618.98619018195,0.8985525126428717,0.0213196343317625,0.0,83.85625557872967,0.10476712522558695,54.14771740287259,17304.54,0.9458812780704831,0.9788949747142566,62627.51142271155,11492.438278453963,3383.5844820884313,Low
SC0023724,2019.0,JUN,AFGHANISTAN,SA,Agriculture & Agribusiness,1,86.48112723988189,88.14626434269736,87.38631554361491,85.03623745098042,0.042183417302036286,1.12493916971468,0.8179850742584209,2.361065950377075,156.26559684451968,0.7525157066679239,0.4245803534439411,3,1,BRCGS,13.112547706133716,10599.777852011059,0.9405513710281548,0.02029529681372553,0.0,90.77940038782052,0.3508301802476116,93.00232470142029,3196.83,0.8345627385306686,0.9337066995726501,57584.85515754775,21538.288778808437,5636.5119721468045,Low
SC0023725,2022.0,JUN,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Food & Beverage Processing,1,77.32274792812731,75.40208196472628,80.76431996042852,76.25023111257121,0.020279305488729273,2.576281049612336,0.7820051227953926,2.78043778341962,206.89351986810746,0.7688096746333912,0.353988503049294,3,1,SA8000,24.610472391627447,21184.715508822148,0.9676449632437453,0.018232441733960852,0.0,83.75918387340846,0.15601661974609854,89.3179078687887,6017.48,0.9657675582660391,1.1180382449318804,50256.46269326233,10983.405248061677,1038.1535665060678,Low
SC0023726,2023.4814818673904,MAR,INDONESIA,EAP,Food & Beverage Processing,1,82.37778230448806,83.72222540596987,77.56037442627192,80.74667184170376,0.10493708732095441,1.3763334201628146,0.596148301353944,0.9857040433034526,178.06775208782858,0.5812593372128381,0.5766666110957986,3,1,BRCGS,23.62962692826799,5301.814766576214,0.9461852021651727,0.0,0.0,75.77592642760737,0.2834073572392627,77.3266711123361,9333.57,0.7665556690127444,0.9131851292284083,66404.14564437182,8999.257795121252,4167.221946683335,Low
SC0023727,2023.0261258280648,SEP,INDONESIA,EAP,Food & Beverage Processing,1,88.08018907294522,84.19539823497263,87.0191153411338,89.89770938133407,0.13662896800038188,1.3988588300462512,0.7137020750778631,1.585159503274494,189.16301996621124,0.67139188742097,0.6584691169576102,3,1,BRCGS,23.895496687741332,7131.509889138202,0.9680261258280647,0.0,0.0,80.14747560611448,0.3367603973199813,77.3528750567149,17570.46,0.9177015011040862,0.890589205284508,59907.046788884036,7655.92871948657,2715.350419703823,Low
SC0023728,2021.6226878136965,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,74.08192062643879,81.90067176860256,87.35788029710636,83.41473938557566,0.11015475623350773,1.5263652246488175,0.648761986750358,2.399599282071435,227.00597745135477,0.7293822204381376,0.5269101497658784,3,1,SA8000,20.77312186303452,5217.146698278725,0.9238261602084004,0.013205926520620814,0.0,88.46064173458043,0.2813057763505101,78.6440449066349,12259.54,0.6768508845596702,1.0853193655891036,31330.04073075147,7826.441082495834,4475.590601084676,Low
SC0023729,2020.7202929858654,JUN,ETHIOPIA,SSA,Food & Beverage Processing,1,86.99292459328653,78.89367971831633,95.20397270418172,82.65341202550096,0.04401003848057667,2.3165864465781763,0.7883851504299041,2.109883437980094,235.1026215935798,0.6357343099528846,0.38693660748528824,3,1,BRCGS,32.10481108951919,15384.040311401164,0.9744058597173079,0.0326922590518269,0.0,92.63779259216824,0.23865020815076915,81.52773356701549,20323.39,0.9291261527031732,0.9238732149705764,47540.24155586009,13337.642620235765,2604.570269364037,Low
SC0023730,2021.1066570471958,JUL,AZERBAIJAN,ECA,Metals & Mining (Primary),1,86.95643549584746,89.09685905608383,85.30468774077508,81.36546887914497,0.1451322240589986,1.7458655212029104,0.5387794713024648,2.960916835940812,225.2688657664323,0.6403464550383078,0.5646943529972442,3,1,FSSC 22000,39.76020200888802,24357.874388861594,0.9312125926340773,0.007372938935028148,0.0,84.00916114480496,0.13823907653079762,65.47138597424063,10893.33,0.8214115825896372,1.036548330835125,11148.93560792086,6514.354075899399,5577.166433185833,Low
SC0023731,2022.884286700431,MAY,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,72.40859268280175,76.50101930519395,64.74116260890096,72.5673962723707,0.07042840105797425,2.0688396295624956,0.8335687114612063,2.4646929705495686,245.1491087653667,0.7362813920840519,0.46999738150430936,3,1,BRCGS,30.264300506465457,5225.091932771561,0.9484786355280169,0.0035371468017241217,0.0,88.83990144963362,0.33157002070905167,55.053831798922516,12259.54,0.7528816682047405,1.1677343902456891,19444.78054744401,7974.087528793096,2664.9979290948363,Low
SC0023732,2019.2416074751718,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,92.11122140785979,87.23859710572037,98.33894860819451,86.46719178044367,0.05394497664008841,1.1430334485494593,0.4998994112519144,1.320255691884108,149.13068530334888,0.36655023359911587,0.5294898317303229,3,1,BRCGS,23.24160747517171,5525.490074830031,0.9625839252482828,0.03288593459224756,0.0,81.4077235538391,0.5141880654860661,45.63098400850716,24187.59,0.6062080373758585,1.281792205723849,68221.01899949096,8823.716382397728,827.7753256682737,Low
SC0023733,2019.383347202157,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,78.96034727872886,87.97425473369614,83.255478729652,81.03995995569224,0.07259720200325523,0.9505606928629478,1.1014702776655854,2.5464909246846075,213.8559623856709,0.3746191491860799,0.7428186499084325,3,1,BRCGS,40.741548781666594,5588.225166041842,0.9610251456226471,0.018025145622647145,0.0,79.70617146970692,0.7325873465281346,76.12536717326276,32874.75,0.8090008321294123,0.9197015810458833,37950.01500385341,5485.9410239800245,5761.838308581758,Low
SC0023734,2023.0,JUL,ETHIOPIA,SSA,"Consumer Goods, Retail & Logistics",1,92.09000891694176,91.75570326640367,93.99169812405874,90.6252489373373,0.09734901316759252,1.242832327660146,0.7309150937970633,3.471684213629607,186.55313036859084,0.5317077698220753,0.3756632286096126,3,1,BRCGS,37.173275272522346,11112.957494943506,0.8584850637597616,0.0036534494549553,0.0,78.2979649556933,0.23561361948098625,71.68630071601322,32874.75,0.6910883690695857,1.1468218351501491,39543.1172754271,2809.2590436883684,1016.7421752022109,Low
SC0023735,2022.2754149408916,AUG,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,83.9478086132317,72.52445022219041,94.63935683406936,82.87721215645898,0.012301530217204079,0.7002048764990636,1.1104670632175022,4.071064310554104,27.715959760288214,0.6491211098347828,0.46848521782509633,3,1,BRCGS,19.760632765987904,19469.362028001764,0.9893965247756743,0.03959336094573476,0.0,98.36678940051294,0.2406626039239404,94.9345383499505,6661.55,1.0258630710155197,0.8795212655319758,3638.674548760693,10232.016086696967,1411.2453336134274,Low
SC0023736,2022.6574578343407,APR,NAMIBIA,SSA,Agriculture & Agribusiness,2,90.28164175169758,92.62849259501077,85.49523319630472,93.10805162693386,0.05776133610266498,1.1565578440640087,1.1111654950131833,3.2483766706461674,160.79749742964339,0.6635304815357156,0.4824090833302232,3,1,BRCGS,12.944747006043894,21203.610853324142,0.9924640723554943,0.013685084331318702,0.0,78.5858560254533,0.3360884575840668,77.16790804132154,12077.18,1.2640160743576854,0.9957622537447777,27558.90579758771,11840.54708383077,2862.2997652013937,Low
SC0023737,2022.0717479642258,FEB,IVORY COAST,SSA,Industrial Manufacturing & Construction,1,76.16334546526336,74.22281500469414,77.41562796961162,69.16346737157821,0.01765910537997823,1.0792355616118188,0.7593855688160885,4.542403250835063,116.23064984682276,0.7339282520357743,0.4741432919507856,3,1,BRCGS,8.78922760648285,25252.45937256646,0.8526008127087656,0.0,0.0,86.24484961685938,0.3601121954343315,66.81676828194486,9954.48,1.137466667733966,0.9037489841140429,40754.53254837435,17787.883333066507,667.1172628570005,Low
SC0023738,2021.0143781141123,MAR,INDONESIA,EAP,Agriculture & Agribusiness,1,91.23065711010382,87.83280517439029,93.15514316824657,87.43129403027011,0.1021587483684847,1.2792294729704374,0.6252511843554455,1.398409920466039,144.54122646611475,0.4907403286629414,0.513942487543551,3,1,BRCGS,21.791373131532648,5415.540188776087,0.9666115024912898,0.020899353201214225,0.0,79.65058666167167,0.4005114325478627,59.80315575806344,24187.59,0.7315029455662496,1.1144685866332051,66083.54295047397,8025.017839246264,1882.6192467687774,Low
SC0023739,2020.8655216009465,JUN,INDONESIA,EAP,Food & Beverage Processing,1,91.36879595432173,87.824469209653,93.66095759998409,87.41789694408517,0.09865168891829752,1.2685713466277633,0.6164388787760278,1.3962366153738177,144.5906468284858,0.48100511270189555,0.5145379135962144,3,1,BRCGS,21.88068703943215,5424.441808263405,0.9664924172807571,0.021941348793375098,0.0,79.81016084378544,0.4097107650615116,58.63165499944829,17570.46,0.7221547565394348,1.1282526997523619,66235.28727999523,8074.527515525222,1787.1724505268412,Low
SC0023740,2021.0543283118639,AUG,NEPAL,SA,"Consumer Goods, Retail & Logistics",2,87.32102490033927,91.03803996474767,84.12791038982984,81.61165951240457,0.16102006087865778,1.8693918506984204,0.4598511435525339,2.753570369098548,249.2449886726967,0.6369677620745865,0.5738811958373091,3,0,BRCGS,41.45671688136133,24737.10818756759,0.923,0.0031629849355916,0.0,82.20938100121924,0.13192974789148637,61.90631020352257,21124.02,0.8108011865219464,1.0515410974780004,12209.0,6305.227929842555,6023.817968610847,Low
SC0023741,2021.7832628186075,JUL,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,"Consumer Goods, Retail & Logistics",1,90.29511050679979,88.21099204206044,89.12576873699638,93.79108131855142,0.08514174901817018,1.4159431122185457,0.8418913946737496,2.0122181575947176,217.1219509411433,0.6947197919762766,0.3513004230883548,3,1,BRCGS,34.741419865126346,14146.097768614507,0.9047038077951934,0.003650211544177415,0.0,84.1331593379833,0.20433474362784942,75.96590032232284,15866.08,0.9413826961710989,1.0549689709909438,41853.78842546616,6928.457416483431,1352.0747506687576,Low
SC0023742,2019.0,SEP,GHANA,SSA,Industrial Manufacturing & Construction,2,91.41990631946186,86.15686294039268,92.2201670501587,93.71399338178807,0.08085367019739913,0.9483457619312993,0.6158493923888437,1.824743331486674,171.9876677248098,0.45486086758138344,0.4945885095980669,3,1,RSPO,17.781218264191267,10782.222581451,0.9551193047181417,0.0,0.0,66.35484217319329,0.26736660517765337,63.62303660876331,3196.83,0.9397046916316039,1.0114692048799252,50140.885586589895,19302.62105617786,2682.5879086144473,Low
SC0023743,2019.784116806814,NOV,PERU,LAC,Agriculture & Agribusiness,2,90.60040171409938,96.57929043027379,92.46112518663476,85.78036965556358,0.01890714203995937,2.464306500579032,1.1149625710166697,1.0117110744128155,42.5402518630378,0.5932307157584262,0.5410025107131211,3,1,BRCGS,29.196029201703507,13321.97489286879,0.8988213140766579,0.003528525630663138,0.0,78.82679593709673,0.24014376765313306,82.63063694681973,15866.08,1.4410050214262422,1.2284392985257353,29927.933293042704,11992.22206318686,1747.630538014683,Low
SC0023744,2021.0127553188215,SEP,CHILE,LAC,Agriculture & Agribusiness,1,66.0520542011762,98.1549645411906,90.42873195192782,95.72266025021284,0.13442813653950675,2.191459939858567,0.5540442694253769,2.4595067943389055,83.5741051674421,0.662996581586049,0.9736811170294647,3,1,RSPO; ISO 9001,26.931971632952475,1714.7209647259147,0.9776130886624171,0.03487244681178589,0.0,89.99050187916296,0.22915731559879743,80.02565400823089,1688.89,0.9071989999692127,1.1035280532036078,34826.16639756969,10247.74880548454,4388.0856988618125,Low
SC0023745,2020.414984609942,JUN,MEXICO,LAC,"Consumer Goods, Retail & Logistics",2,85.4858980258258,88.63059865911706,81.06035574738824,85.8934143039096,0.023634998372549624,1.8639863116927233,0.820432431629184,1.401139243233815,131.69405107024963,0.6754639073058729,0.6528788919158148,3,1,LEED; FSSC 22000,11.312692375726588,8783.193278612343,0.9098097845391863,0.0,0.0,77.80829969219883,0.19295244613479656,95.86724258623873,32874.75,1.2770520007075565,0.8432870323721184,29637.493333451494,11226.487850698537,3858.5980229969946,Low
SC0023746,2020.1225212418196,FEB,INDIA,SA,Agriculture/Tea and Spices,2,95.27264165689392,93.62861900332015,98.55868272550362,96.75591361114132,0.07734468839872313,1.1319801686244146,0.7037379601302464,2.516673514055234,128.54720943091996,0.8378739379090195,0.27206869640414766,3,1,RSPO; LEED,5.571529738547453,11350.050274817515,0.9457152973854746,0.04012252124181961,0.0,91.19801700655711,0.2562662888887467,83.96487253598092,6797.84,0.7674475921570635,1.207574362417876,52565.92492351665,17470.735126140775,3769.941928763619,Low
SC0023747,2023.0696685668036,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,77.54721228860558,80.32476567612925,73.23221663710525,75.22425548083554,0.051277814254501924,1.2836754275307976,0.4326584210210074,0.6233083387871196,205.482163507888,0.49807305049431605,0.6359677263802895,3,1,BRCGS,26.512320032375186,5353.291429149557,0.9280654169393561,0.0,0.0,75.24056913684461,0.33694308631553915,72.58258188957684,9333.57,0.6454825586402422,0.9728980578134859,69075.9903385786,10561.67745754735,4461.256643302269,Low
SC0023748,2022.4984075427133,FEB,SRI LANKA,SA,Agriculture & Agribusiness,1,80.06738773828859,80.50851869884275,76.02582713014752,84.59991942949405,0.08060620742461314,0.8340493977639444,1.1446703297535796,3.3325543014880195,186.0114032576956,0.7086289890402304,0.6013216763719326,3,1,BRCGS,19.4665583969773,16391.443208534587,0.9565684756633323,0.016495222628139614,0.0,80.69730843130479,0.42189808273364515,71.70901520352648,15866.08,1.0851305183214097,0.9670811837335729,34367.8546757422,11121.649848925226,2765.407921769849,Low
SC0023749,2022.1897356839347,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,69.4711821618304,90.30842877376845,84.77530293150016,88.5862359697424,0.08166018350359286,1.6802581346110148,0.8349502498990893,2.413996886887857,119.0169072288879,0.5704074595304678,0.9442566079016317,3,1,SA8000,20.654743019014763,1043.0575030345797,0.9419113509206465,0.023102643160652685,0.0,90.9595490464396,0.24367340676852836,75.93368560552024,13165.96,1.0178351542898647,1.059979779694415,33365.14143767569,8379.096312472957,3380.982833113181,Low
SC0023750,2019.0,SEP,INDONESIA,EAP,Agriculture & Agribusiness,2,86.90566373351112,80.61192077814562,90.10225675682966,87.12194324850124,0.06828742640906175,0.5563067672217251,0.5933989681545679,1.3440726246501205,144.74273439039476,0.495401547768148,0.7369904095935795,3,1,BRCGS,2.724188141234446,10647.544864492145,0.9504631259160492,0.001046828514320912,0.0,59.325309239170274,0.32545538707530935,62.12303459560246,14747.85,1.034672928447653,1.207294264623707,49598.83854497038,15440.238304064711,1035.4686806130908,Low
