SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality,GHG_Type_Dominance_Score
SC0013133,ZIMBABWE MINING DEVELOPMENT CORPORATION (ZMDC),"Chromium, gold, nickel, coal",2022.0,JAN,ZIMBABWE,SSA,2,Metals & Mining (Primary),73.71,70.33,74.04,75.54,0.3024,6.09,2.454,5.435,368.07,0.583,0.477,2,1,SA8000; RSPO,20.0,7271.0,0.929,0.024,0.0,65.94,0.411,78.59,24465.64,1.217,0.78,1.0,7777.0,2685.0,Moderate,4.158987759592903e-05,0.9067040000000001,0.0027506532801540367,0.53,0.47505244906666666,43.34983333333333,70.89266666666667,75.24,33.288402724734354,0.2484798685291701,0.29565477466138373,0.4356534802203305
SC0013134,ROHM SEMICONDUCTOR,Power semiconductors,2023.0,OCT,JAPAN,EAP,1,"Electronics, Semiconductors & Technology",83.3,86.34,77.24,84.1,0.0978,1.857,0.01,4.102,141.32,0.301,0.353,2,1,ISO 9001,47.0,11769.0,0.975,0.0,3.0,82.23,0.197,85.08,21613.37,0.355,0.81,64411.0,1.0,1.0,Moderate,8.309966862095335e-06,0.975,0.003993542357039681,0.32699999999999996,0.55302,21.948333333333334,76.64666666666666,72.55999999999999,11.28206841439308,0.27549295774647886,0.08789052413986985,0.6872172893281957
SC0013135,ANGLO AMERICAN,"Platinum group metals, diamonds, iron ore, coal",2024.0,NOV,SOUTH AFRICA,SSA,1,Metals & Mining (Primary),57.74,55.62,61.27,57.99,0.1543,7.445,1.327,9.501,481.49,0.549,0.733,3,0,ISO 9001,13.0,12996.0,0.973,0.037,1.0,81.16,0.375,77.28,11413.1,0.898,0.821,64077.0,6907.0,2292.0,Moderate,1.1872883964296706e-05,0.9369989999999999,0.0010003077870113881,0.641,0.7241128271999999,32.1185,74.644,68.13499999999999,32.80567869768027,0.171826280623608,0.22465664713858344,0.5199474634706944
SC0013136,ENEL,"Electric power generation, renewable energy",2022.0,MAR,ITALY,ECA,1,Energy & Utilities,56.31,61.51,51.66,57.99,0.0938,2.532,1.355,2.252,183.36,0.812,0.093,2,1,Fairtrade; ISO 14001,27.0,12033.0,0.878,0.014,1.0,77.69,0.104,75.01,3031.91,0.92,1.049,32089.0,7910.0,3490.0,Moderate,7.79522978475858e-06,0.865708,0.002243829468960359,0.4525,0.4329117138666667,39.76983333333333,60.452666666666666,57.910000000000004,16.718105297834896,0.10195652173913042,0.14374975908540544,0.41244502361948204
SC0013137,SAMSUNG DISPLAY,AMOLED display panels,2019.0,FEB,SOUTH KOREA,EAP,1,"Electronics, Semiconductors & Technology",89.7,85.65,83.67,97.71,0.0633,1.392,1.299,2.516,118.24,0.718,0.147,1,1,ISO 9001; BRCGS,26.0,25405.0,0.82,0.035,1.0,76.31,0.536,80.99,3152.59,1.037,1.082,8396.0,14446.0,3295.0,Moderate,2.4916355048218854e-06,0.7912999999999999,0.0010234205864987208,0.4325,0.21362462333333326,37.40916666666667,67.15333333333334,82.555,17.11801166854679,0.06104146576663452,0.10921823888684454,0.48319569809871327
SC0013138,GRUPO ARGOS (CEMENTOS ARGOS),"Cement, concrete and aggregates",2022.0,MAY,COLOMBIA,LAC,1,Industrial Manufacturing & Construction,78.96,86.12,83.85,71.64,0.0935,2.351,0.798,1.772,65.25,0.624,0.255,3,1,BRCGS,1.0,20098.0,1.0,0.089,0.0,93.94,0.56,74.82,15267.09,1.163,1.216,18734.0,5944.0,4677.0,Moderate,4.6522041994228285e-06,0.911,4.975619464623345e-05,0.4395,0.6816102,27.1465,87.376,83.125,31.052828847945257,0.08039552880481513,0.13601895117947976,0.4777484251168461
SC0013139,MINSUR S.A.,Tin concentrate and refining (Mina Justa/San Rafael),2022.0,APR,PERU,LAC,1,Metals & Mining (Primary),68.31,66.89,55.36,77.15,0.1486,1.858,0.524,4.954,154.11,0.589,0.738,2,0,BRCGS,20.0,10284.0,1.0,0.002,0.0,71.43,0.25,65.85,25754.99,0.827,0.905,51950.0,11681.0,1613.0,Moderate,1.4449630493971219e-05,0.998,0.0019447685725398677,0.6635,0.43812199999999996,35.54483333333333,67.65266666666668,62.68,71.90867638366379,0.17968561064087063,0.14391644005889104,0.6752998909487459
SC0013140,LENOVO GROUP LIMITED,"Laptops, servers, PC components",2021.0,SEP,CHINA,EAP,1,"Electronics, Semiconductors & Technology",49.53,55.72,44.8,51.34,0.2156,1.479,0.977,2.154,157.85,0.374,0.179,3,1,BRCGS,19.0,19885.0,0.921,0.04,1.0,87.23,0.324,68.91,30415.27,1.313,1.5,47566.0,5331.0,3642.0,High,1.0842343474981142e-05,0.8841600000000001,0.0009554940910233845,0.27649999999999997,0.609274656,42.7495,69.718,58.879999999999995,30.6439238528046,0.16420411271896423,0.2137160265881141,0.4672451193058569
SC0013141,SANNINE DAIRY/LOCAL DAIRY PROCESSORS,"Cheese, milk products",2024.0,MAY,LEBANON,MENA-AP,2,Food & Beverage Processing,66.26,60.72,70.51,69.08,0.0955,0.905,0.591,2.359,280.09,0.651,0.047,3,1,BRCGS,34.0,19866.0,0.863,0.032,0.0,62.13,0.617,85.46,18332.89,1.002,1.228,26442.0,23129.0,3000.0,Moderate,4.807208295580388e-06,0.835384,0.0017114668277458975,0.34900000000000003,0.7139191664,29.226499999999994,79.756,77.595,26.210632112040688,0.09530938123752496,0.15780350029620835,0.6119325551232166
SC0013142,"TULLOW OIL, TEMA OIL TERMINAL PARTNERS",Crude oil production and petroleum services,2025.0,OCT,GHANA,SSA,1,"Oil, Gas & Refining",83.49,88.0,76.65,82.14,0.4901,4.666,1.291,6.361,349.45,0.597,0.292,3,1,SA8000; LEED; BRCGS,48.0,9765.0,0.621,0.001,3.0,75.57,0.198,73.21,31841.55,1.485,0.74,49942.0,17182.0,666.0,High,5.018945212493599e-05,0.620379,0.004915514592933948,0.4445,0.45417946589999997,40.306,90.094,72.285,15.089077261704512,0.33003367003367,0.3757413805198174,0.5163987660334469
SC0013143,ZAMBIA CONSOLIDATED COPPER MINES,Copper stake holdings and mining investments,2020.0,JUN,ZAMBIA,SSA,2,Metals & Mining (Primary),49.86,56.38,51.9,50.41,0.1546,1.322,0.691,2.253,264.37,0.633,0.113,3,0,ISO 14001; ISO 9001; LEED,22.0,225.0,0.764,0.038,0.0,87.86,0.414,61.14,25024.92,0.904,0.985,29293.0,7200.0,2049.0,Moderate,0.0006871111111111111,0.734968,0.09777777777777778,0.373,0.4493594352,34.974,69.916,64.23,10.904098051499926,0.17101769911504422,0.17650290029176538,0.5281293952180028
SC0013144,ARCELORMITTAL SOUTH AFRICA,Steel products (flat and long steel),2024.0,AUG,SOUTH AFRICA,SSA,1,Steel & Metallurgical,67.57,62.93,70.42,72.16,0.2741,3.942,0.059,9.0,252.79,0.839,0.068,3,1,BRCGS,21.0,14288.0,0.895,0.061,0.0,89.52,0.08,99.0,30700.39,1.534,0.556,32020.0,11296.0,2012.0,Moderate,1.9183930571108624e-05,0.8404050000000001,0.0014697648376259798,0.4535,0.8320009500000001,41.213,80.542,66.81,32.80567869768027,0.1786831812255541,0.24528350337793375,0.6922544419660025
SC0013145,KUMBA IRON ORE,Iron ore (lump and fines),2022.0,MAR,SOUTH AFRICA,SSA,1,Metals & Mining (Primary),76.1,73.89,85.7,71.95,0.0005,0.304,0.77,1.981,84.38,0.376,0.811,2,1,SA8000; RSPO,17.0,16769.0,0.929,0.0,1.0,100.0,0.343,43.06,4110.87,1.119,0.55,21170.0,9814.0,3723.0,Moderate,2.981692408611128e-08,0.929,0.0010137754189277835,0.5935,0.2666849333333333,33.49583333333334,72.32666666666665,79.71,32.80567869768027,0.00044682752457551384,0.07061965534759465,0.6484451718494272
SC0013146,ARAB POTASH COMPANY (APC),Potash (MOP) and potash products,2021.0,MAY,JORDAN,MENA-AP,1,Fertilizers,71.08,69.31,65.99,79.68,0.1581,1.077,0.99,2.688,93.03,0.868,0.101,2,0,FSSC 22000; RSPO; SA8000,23.0,14494.0,0.844,0.081,0.0,73.75,0.085,79.83,33630.74,0.884,1.104,39078.0,9036.0,3873.0,Moderate,1.0907961915275286e-05,0.775636,0.0015868635297364426,0.4845,0.4127934792,35.667833333333334,69.31466666666665,64.69500000000001,43.53408014669937,0.17884615384615382,0.16909880272800298,0.5652996845425867
SC0013147,SANGHA RESOURCES,Phosphate and mineral exploration outputs,2021.0,JUL,SENEGAL,SSA,2,Metals & Mining (Primary),72.4,71.71,74.17,71.95,0.0514,0.058,1.084,2.711,163.0,0.556,0.402,2,1,BRCGS,15.0,6881.0,0.98,0.0,2.0,67.73,0.498,82.75,394.92,0.777,1.006,10785.0,14187.0,3195.0,Moderate,7.4698444993460254e-06,0.98,0.002179915709925883,0.47900000000000004,0.5406333333333333,30.93333333333333,70.10666666666667,77.045,10.370824658077769,0.06615186615186615,0.10990996067221116,0.7036075785102518
SC0013148,EMIRATES GLOBAL ALUMINIUM (EGA),"Primary aluminium ingots, billets, slabs",2021.0,SEP,UNITED ARAB EMIRATES,MENA-AP,1,Steel & Metallurgical,70.94,72.36,67.27,69.29,0.3707,2.115,2.161,10.46,487.65,0.585,0.724,1,1,RSPO,32.0,22636.0,0.891,0.018,0.0,76.77,0.386,73.97,21663.76,0.732,0.857,44417.0,20972.0,2133.0,Moderate,1.6376568298285916e-05,0.874962,0.0014136773281498499,0.6545,0.2157364638,47.085166666666666,55.897333333333336,71.355,57.88183981368511,0.5064207650273224,0.3535110447412657,0.7098262757871878
SC0013149,SK HYNIX,DRAM and NAND flash memory chips,2020.0,APR,SOUTH KOREA,EAP,1,"Electronics, Semiconductors & Technology",74.32,83.22,76.19,59.23,0.0904,1.282,1.297,3.627,181.0,0.297,0.353,2,0,BRCGS,52.0,12975.0,0.688,0.09,0.0,84.99,0.283,79.94,15501.41,0.975,0.877,39558.0,20342.0,5571.0,High,6.967244701348747e-06,0.62608,0.004007707129094412,0.32499999999999996,0.3336589013333333,34.20633333333333,71.25866666666667,73.755,17.11801166854679,0.09271794871794871,0.17078717647834804,0.5844344183048663
SC0013150,DILMAH CEYLON TEA COMPANY,"Ceylon tea (black tea, specialty teas)",2020.0,DEC,SRI LANKA,SA,1,Agriculture & Agribusiness,64.51,66.52,71.21,59.55,0.0751,1.305,0.474,1.273,173.98,0.537,0.271,2,0,Fairtrade; ISO 9001,70.0,10003.0,0.636,0.065,0.0,95.44,0.155,81.55,2856.41,1.173,0.895,16906.0,3145.0,4339.0,Moderate,7.507747675697291e-06,0.5946600000000001,0.006997900629811057,0.404,0.32329682000000004,40.227333333333334,65.37266666666667,68.705,3.2682218120423276,0.0640238704177323,0.14265274066212663,0.4275884665792923
SC0013151,COLLAHUASI,Copper concentrate,2020.0,APR,CHILE,LAC,1,Metals & Mining (Primary),70.85,72.77,75.77,69.02,1.0826,2.561,2.317,9.236,119.75,0.742,0.852,2,1,BRCGS,27.0,12498.0,0.73,0.109,1.0,82.76,0.263,75.03,13543.72,0.963,1.109,28856.0,23155.0,2512.0,High,8.662185949751961e-05,0.65043,0.0021603456553048487,0.7969999999999999,0.32534508599999995,60.045833333333334,69.17666666666666,73.145,80.39112289245686,1.1241952232606438,0.7099861085968412,0.6543857163100468
SC0013152,ORASCOM CONSTRUCTION,"Cement, construction materials and EPC services",2021.0,MAR,EGYPT,MENA-AP,2,Industrial Manufacturing & Construction,38.99,43.82,35.49,41.27,0.047,2.046,0.411,0.493,206.78,0.747,0.482,2,0,ISO 14001,23.0,15648.0,0.862,0.06,1.0,61.37,0.277,68.56,28160.73,0.724,1.062,20115.0,1.0,3326.0,High,3.0035787321063393e-06,0.8102799999999999,0.001469836400817996,0.6145,0.3703519786666666,41.72183333333332,50.06066666666666,53.285000000000004,66.49249916336181,0.0649171270718232,0.11818097590756005,0.6935593220338983
SC0013153,"XIAMEN XIANGYU CO., LTD.","Stainless steel, bulk commodities",2023.0,OCT,CHINA,EAP,1,Metals & Mining (Primary),64.35,59.84,62.08,67.54,1.1157,7.238,0.01,4.734,625.86,0.344,0.059,3,1,BRCGS,6.0,5295.0,0.873,0.031,3.0,92.76,0.186,67.6,26282.12,1.406,1.069,23091.0,17284.0,3692.0,High,0.0002107082152974504,0.8459369999999999,0.0011331444759206798,0.20149999999999998,0.571853412,61.46,78.61,64.76,30.6439238528046,0.7935277382645803,0.8512298418184989,0.6040727758304123
SC0013154,BYD COMPANY,Electric vehicles,2024.0,JAN,CHINA,EAP,1,Automotive & Transportation,94.43,92.47,100.0,88.61,0.0168,2.322,1.155,4.363,90.3,0.822,0.25,2,1,SA8000,40.0,20516.0,0.959,0.073,0.0,72.75,0.37,69.3,18264.52,0.814,1.479,38363.0,5509.0,7585.0,Moderate,8.188730746734256e-07,0.888993,0.0019496977968414895,0.536,0.41071476599999995,22.91283333333333,83.32466666666667,87.4,30.6439238528046,0.020638820638820637,0.13649173881946783,0.5565051020408164
SC0013155,FAUJI FERTILIZER COMPANY (FFC),Urea and fertilizer blends,2022.0,JUN,PAKISTAN,MENA-AP,1,Fertilizers,64.99,66.65,63.41,67.81,0.1729,2.608,0.792,1.85,18.94,0.216,0.263,3,1,ISO 14001; BRCGS,31.0,15483.0,1.0,0.042,0.0,90.91,0.252,85.41,12579.24,0.878,1.064,1.0,1.0,3174.0,Moderate,1.1167086481947942e-05,0.958,0.0020021959568559066,0.2395,0.8182278,29.746,78.994,66.745,42.48403887742643,0.1969248291571754,0.15273262557107295,0.4967619047619048
SC0013156,WILMAR INTERNATIONAL,Crude palm oil,2019.0,JAN,MALAYSIA,EAP,1,Agriculture & Agribusiness,78.26,84.76,80.02,74.04,0.1045,0.883,0.592,2.254,305.37,0.999,0.317,1,1,BRCGS; LEED; RSPO,43.0,861.0,0.995,0.009,1.0,66.96,0.78,77.19,823.53,1.51,1.33,8319.0,14693.0,3072.0,Moderate,0.0001213704994192799,0.986045,0.04994192799070848,0.658,0.25370937849999997,49.53816666666666,60.28933333333334,85.61,16.607963013540004,0.06920529801324503,0.16945210986285908,0.6044515956020381
SC0013157,ARCELORMITTAL BRASIL,"Flat steel, long steel products",2024.0,FEB,BRAZIL,LAC,1,Steel & Metallurgical,65.94,66.93,63.11,65.56,0.8237,5.619,2.067,6.535,798.3,0.455,0.09,2,1,ISO 14001,18.0,13776.0,0.826,0.013,0.0,89.58,0.294,67.01,7057.35,0.979,0.738,45284.0,23142.0,3466.0,High,5.979239256678281e-05,0.8152619999999999,0.0013066202090592336,0.2725,0.3642047108,55.53183333333334,66.23066666666666,67.435,49.36080081817054,0.8413687436159346,0.7084644864604607,0.4595316785036214
SC0013158,SAP,"Enterprise software, digital infrastructure servers",2023.0,AUG,GERMANY,ECA,2,"Electronics, Semiconductors & Technology",78.75,79.37,79.11,81.95,0.2243,1.021,0.551,0.916,179.81,0.417,0.457,2,1,BRCGS,6.0,3644.0,0.889,0.065,0.0,82.5,0.43,52.52,14190.2,0.881,0.785,19115.0,9750.0,1108.0,Moderate,6.155323819978046e-05,0.831215,0.001646542261251372,0.437,0.2910360786666667,34.593333333333334,73.91666666666666,78.155,16.969803946460363,0.2545970488081725,0.18747429352001935,0.4103697749196141
SC0013159,ERG (EURASIAN RESOURCES GROUP),"Ferrochrome, iron ore",2022.0,APR,KAZAKHSTAN,ECA,1,Metals/Mining,49.99,44.73,56.42,51.75,0.4927,5.489,2.452,14.275,902.85,0.596,0.147,2,1,BRCGS,29.0,18513.0,0.976,0.0,0.0,84.14,0.705,82.92,15053.88,1.366,0.664,40563.0,12531.0,2384.0,High,2.6613730891805758e-05,0.976,0.0015664668071085183,0.3715,0.5395327999999999,58.64433333333333,56.66066666666667,72.31,58.56135266628837,0.36068814055636894,0.5161040345151678,0.6425549153763054
SC0013160,"XIAMEN XIANGYU CO., LTD.","Stainless steel, bulk commodities",2023.0,MAY,CHINA,EAP,1,Metals & Mining (Primary),75.52,66.82,77.53,82.36,0.7318,6.316,1.488,6.343,573.69,0.49,0.07,2,1,SA8000,34.0,15061.0,0.639,0.07,0.0,83.72,0.15,69.08,24452.14,1.575,0.83,50603.0,12031.0,6571.0,High,4.858907111081601e-05,0.59427,0.0022574862226943763,0.28,0.273681144,58.821333333333335,71.97866666666665,71.765,30.6439238528046,0.4646349206349207,0.6510082908693301,0.44836361065950375
SC0013161,PAKISTAN STATE OIL (PSO),"Refined petroleum products, LPG, lubricants",2023.0,APR,PAKISTAN,MENA-AP,1,"Oil, Gas & Refining",46.17,77.39,99.93,94.04,0.7769,1.576,3.521,17.866,327.49,0.563,0.517,1,0,BRCGS,38.0,7062.0,0.274,0.02,4.0,75.14,0.385,47.76,90358.7,1.656,1.095,57858.0,14392.0,1.0,High,0.0001100113282356273,0.26852000000000004,0.0053809119229679975,0.54,0.042748384,79.76966666666667,41.035333333333334,87.66499999999999,42.48403887742643,0.46914251207729474,0.5338341649233924,0.77803422897705
SC0013162,CODELCO (CORPORACIÃ³N NACIONAL DEL COBRE DE CHILE),"Copper cathodes, concentrates",2020.0,JAN,CHILE,LAC,1,Metals & Mining (Primary),88.53,85.6,98.15,83.23,0.2347,2.817,1.823,10.427,538.73,0.381,0.119,2,0,Fairtrade; BRCGS,62.0,17082.0,0.634,0.0,2.0,91.08,0.289,53.81,26118.9,0.993,0.877,64816.0,5509.0,7841.0,High,1.3739608945088397e-05,0.634,0.0036295515747570544,0.25,0.2274369333333333,33.11033333333334,79.78466666666665,84.855,80.39112289245686,0.23635448136958712,0.3635648166261942,0.6920422114554987
SC0013163,STMICROELECTRONICS,"Semiconductors, microcontrollers",2025.0,MAY,FRANCE,ECA,1,"Electronics, Semiconductors & Technology",69.01,63.38,73.25,67.58,0.1028,1.813,0.836,3.296,59.13,0.665,0.379,2,0,LEED,4.0,19135.0,0.944,0.068,0.0,96.95,0.157,76.02,8407.31,0.56,0.759,58281.0,15586.0,3765.0,Moderate,5.37235432453619e-06,0.8798079999999999,0.00020904102430101908,0.522,0.44588669439999995,30.14983333333333,68.07266666666666,69.765,26.886750586704434,0.18357142857142855,0.12737687208082416,0.5544154751892346
SC0013164,ADARO ENERGY,Thermal coal and mining products,2019.0,MAR,INDONESIA,EAP,1,Energy & Utilities,58.54,58.29,67.82,49.15,0.2665,2.324,0.749,4.155,240.23,0.872,0.099,3,1,BRCGS,26.0,10715.0,0.988,0.027,0.0,88.46,0.342,70.05,14854.94,1.548,1.612,42909.0,16684.0,2361.0,Moderate,2.4871675221651893e-05,0.961324,0.0024265048996733552,0.4855,0.673407462,44.393499999999996,75.124,70.75,43.19268395136461,0.17215762273901808,0.24308552152802645,0.5748478140564472
SC0013165,NZ STEEL,Steel billets and flat steel,2020.0,APR,NEW ZEALAND,EAP,1,Industrial Manufacturing & Construction,64.95,64.78,69.08,63.27,0.1095,0.76,0.161,2.597,189.7,0.566,0.15,3,1,BRCGS,52.0,1509.0,0.593,0.05,0.0,78.22,0.336,75.95,25887.23,0.496,1.172,49543.0,424.0,5884.0,Moderate,7.256461232604374e-05,0.5633499999999999,0.03445990722332671,0.358,0.427864325,22.444999999999997,78.97000000000001,71.26,7.753477715622342,0.22076612903225806,0.18849243898064427,0.7382035247299602
SC0013166,ALPARGATAS (HAVAIANAS),"Footwear, rubber soles and components",2021.0,JAN,BRAZIL,LAC,2,"Consumer Goods, Retail & Logistics",64.33,61.16,62.34,64.9,0.1285,2.048,0.657,1.82,217.09,0.686,0.167,2,0,RSPO,27.0,12991.0,0.879,0.068,0.0,99.67,0.659,64.96,19554.05,0.633,0.958,22253.0,17923.0,1650.0,Moderate,9.891463320760527e-06,0.819228,0.0020783619428835346,0.42650000000000005,0.35478033919999996,33.525333333333336,65.26466666666666,74.35000000000001,49.36080081817054,0.20300157977883096,0.14540085247614995,0.45259668508287293
SC0013167,GOLD FIELDS GHANA LIMITED (GFGL),Gold production (Ghana operations),2023.0,AUG,GHANA,SSA,1,Metals & Mining (Primary),64.55,58.29,61.95,73.03,0.0562,4.685,0.763,4.001,19.56,0.729,0.443,1,1,BRCGS,36.0,4488.0,0.922,0.089,1.0,69.92,0.505,75.14,22105.99,0.835,1.212,65246.0,910.0,4614.0,High,1.2522281639928699e-05,0.8399420000000001,0.008021390374331552,0.586,0.21037747293333334,43.00416666666666,52.063333333333325,71.075,15.089077261704512,0.06730538922155689,0.10329920739201096,0.4958196634564504
SC0013168,FRIGORÃ­FICO CONCEPCIÃ³N,Beef (boxed beef) and meat by-products,2020.0,AUG,PARAGUAY,LAC,2,Food & Beverage Processing,68.51,67.26,71.07,71.41,0.0586,0.819,0.48,1.539,111.75,0.796,0.336,2,1,BRCGS; Fairtrade,29.0,10251.0,0.725,0.102,0.0,99.17,0.227,97.36,11305.86,1.302,0.824,32144.0,5694.0,3766.0,High,5.716515461906155e-06,0.65105,0.0028289922934347867,0.5660000000000001,0.42257485333333333,40.34983333333333,67.77266666666667,70.07499999999999,24.910648837761386,0.04500768049155146,0.11174828390440392,0.5422832980972515
SC0013169,SOUTHERN COPPER CORPORATION (MEXICO OPERATIONS),"Copper concentrate, refined copper",2024.0,MAR,MEXICO,LAC,1,Metals & Mining (Primary),64.49,65.25,58.2,66.34,1.1619,6.36,1.573,2.876,440.54,0.641,0.112,2,1,BRCGS,29.0,19284.0,0.751,0.079,1.0,82.24,0.568,89.18,1732.67,0.852,1.318,1.0,16044.0,1693.0,High,6.0252022401991285e-05,0.691671,0.001503837378137316,0.3765,0.4112214652,62.58933333333333,65.36066666666667,70.46,45.62339979297095,1.3637323943661972,0.8122416413425316,0.588398556758257
SC0013170,UNILEVER EUROPE,"FMCG (foods, personal care, cleaning products)",2021.0,NOV,UNITED KINGDOM,ECA,1,"Consumer Goods, Retail & Logistics",50.96,45.92,49.65,55.56,0.2032,1.403,0.177,3.346,128.59,0.828,0.981,2,1,RSPO; ISO 9001,34.0,4220.0,0.994,0.019,1.0,88.3,0.226,65.74,13871.66,0.873,1.141,34901.0,8248.0,2557.0,Moderate,4.815165876777251e-05,0.9751139999999999,0.008056872037914692,0.9045,0.42735996239999996,43.67233333333333,57.242666666666665,59.345000000000006,31.199368904315218,0.23276059564719356,0.1848127715233937,0.6792529435647584
SC0013171,PT ANEKA TAMBANG TBK (ANTAM),"Nickel ore, nickel mining",2021.0,NOV,INDONESIA,EAP,1,Metals & Mining (Primary),57.95,60.33,55.84,57.49,0.5666,3.319,2.497,1.885,538.56,0.805,0.432,2,1,BRCGS,4.0,15176.0,0.88,0.004,0.0,76.83,0.24,69.54,10122.46,1.153,0.883,46840.0,9771.0,1596.0,High,3.7335266209804954e-05,0.87648,0.0002635740643120717,0.6185,0.406336128,54.51083333333333,61.436666666666675,62.72,43.19268395136461,0.49141370338248047,0.4739454853367991,0.4309829892221789
SC0013172,FRIGORÃ­FICO CONCEPCIÃ³N,Beef (boxed beef) and meat by-products,2025.0,NOV,PARAGUAY,LAC,2,Food & Beverage Processing,86.19,79.98,85.78,88.16,0.0822,0.82,0.213,1.773,281.41,0.417,0.463,3,1,BRCGS,10.0,16901.0,1.0,0.068,2.0,82.62,0.291,69.8,18480.69,0.765,1.083,30157.0,19129.0,6545.0,Moderate,4.8636175374238204e-06,0.9319999999999999,0.0005916809656233359,0.44,0.6505359999999999,18.3635,91.714,78.71000000000001,24.910648837761386,0.10745098039215685,0.20046101301281702,0.6318602993585174
SC0013173,ALPEK,"PET resin, PTA, polyester fibers (petrochemical products)",2025.0,FEB,MEXICO,LAC,1,Chemicals & Petrochemicals,57.71,50.01,57.26,66.31,0.5412,2.568,0.259,7.522,324.02,0.52,0.333,2,0,BRCGS,25.0,36014.0,0.604,0.024,2.0,89.2,0.416,64.94,17981.32,1.376,1.01,1.0,32113.0,6147.0,High,1.502748930971289e-05,0.5895039999999999,0.0006941744876992281,0.4265,0.25521593173333323,57.304833333333335,61.29266666666666,66.95,45.62339979297095,0.3933139534883721,0.4790145468225855,0.7268335104841047
SC0013174,XINXING DUCTILE IRON PIPES,Ductile iron pipes and fittings,2024.0,SEP,CHINA,EAP,1,Industrial Manufacturing & Construction,59.12,58.38,61.65,56.93,0.085,1.993,0.964,2.975,232.72,0.597,0.316,3,0,RSPO,41.0,13295.0,0.811,0.066,1.0,93.06,0.14,74.52,31687.06,1.808,1.45,52269.0,16618.0,4020.0,High,6.393380970289583e-06,0.757474,0.0030838661150808574,0.4565,0.5644696248,43.553,75.47200000000001,63.625,30.6439238528046,0.04701327433628319,0.1562029165625776,0.5015171948752528
SC0013175,QATARGAS,LNG production and export,2024.0,SEP,QATAR,MENA-AP,1,"Oil, Gas & Refining",65.53,73.81,57.61,60.45,0.1698,0.86,1.051,2.448,298.23,0.513,0.447,2,0,BRCGS,40.0,9528.0,0.911,0.039,1.0,82.17,0.424,99.0,18296.09,1.113,0.976,28429.0,20161.0,4503.0,Moderate,1.7821158690176323e-05,0.875471,0.0041981528127623844,0.48,0.5778108599999999,41.33783333333333,65.98466666666667,67.285,60.63849952870787,0.15256064690026955,0.22748673861411814,0.5615966964900206
SC0013176,CIPLA LIMITED,Pharmaceutical formulations and APIs,2019.0,OCT,INDIA,SA,1,Pharmaceuticals & Healthcare,79.76,85.11,77.44,77.76,0.1475,1.078,1.067,1.888,94.51,0.571,0.506,2,1,BRCGS; Fairtrade; RSPO,1.0,15652.0,0.812,0.037,1.0,89.26,0.49,92.0,8765.43,1.147,0.976,6984.0,11912.0,6352.0,Moderate,9.423715819064657e-06,0.781956,6.38895987733197e-05,0.5385,0.47959968000000003,36.30983333333333,74.52266666666667,78.52,21.663599359323186,0.12859633827375763,0.19826447561339883,0.4681378626332755
SC0013177,CERRO VERDE,Copper concentrate and molybdenum (Peru),2021.0,JAN,PERU,LAC,1,Metals & Mining (Primary),54.08,48.65,57.82,55.91,0.4876,4.601,2.813,6.778,649.75,1.0,0.303,2,1,SA8000,16.0,18444.0,0.733,0.112,0.0,91.38,0.063,61.79,21730.33,1.31,0.925,42841.0,3546.0,3634.0,High,2.64367816091954e-05,0.650904,0.0008674907829104315,0.6515,0.2681290544,56.245333333333335,59.11466666666666,60.16999999999999,71.90867638366379,0.37221374045801525,0.47848418049088914,0.4775930101465614
