Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality
SYN_SUP_18490,SYN_COM_18490,Synthetic Supplier 18490,Synthetic Commodity 18490,Indonesia,Asia-Pacific,1,Metals,57.14301332,73.9362611,69.46701096,69.78076582,0.5924,1017.74,0.45,0.06,2,0,33,6353,0.824642896,0.053,92.30305163,1.21,78.06553377,0.28,54.58,1,9621,Moderate,9.32E-05,0.780936823,0.005194396,0.255,0.480552346,56.29327867,60.95247466,70.33350548,35.15983525,0.489586777,0.642484017
SYN_SUP_18491,SYN_COM_18491,Synthetic Supplier 18491,Synthetic Commodity 18491,Malaysia,Asia-Pacific,1,Chemicals,47.86259055,46.05718741,66.98722177,44.05739185,0.3094,450.57,0.39,0.29,1,1,17,43921,0.894834918,0.016,63.85460323,1.3,91.76627685,0.78,74.81,2,833,Moderate,7.04E-06,0.880517559,0.000387059,0.34,0.187416998,62.14975997,42.05088766,79.09361089,19.51874501,0.238,0.264521442
SYN_SUP_18492,SYN_COM_18492,Synthetic Supplier 18492,Synthetic Commodity 18492,Brazil,South America,2,Agriculture,55.51843237,43.6374696,42.57327284,63.95852864,0.6335,1438.33,0.63,0.3,2,1,34,16158,0.834968986,0.03,92.29026265,1.32,80.29895071,0.12,45.77,1,3027,Moderate,3.92E-05,0.809919916,0.002104221,0.465,0.498318145,59.53938201,59.97772609,53.68663642,14.99576555,0.479924242,0.656910329
SYN_SUP_18493,SYN_COM_18493,Synthetic Supplier 18493,Synthetic Commodity 18493,Japan,Asia-Pacific,2,Chemicals,61.85401589,55.92292218,57.74047865,55.67471003,0.3343,1171.44,0.61,0.09,0,1,8,9329,0.885528428,0.033,79.48442315,0.85,86.53524207,0.26,71.53,1,2618,Moderate,3.58E-05,0.85630599,0.000857541,0.35,0,59.45859444,37.11240954,64.07023932,27.64600311,0.393294118,0.426218153
SYN_SUP_18494,SYN_COM_18494,Synthetic Supplier 18494,Synthetic Commodity 18494,Brazil,Asia-Pacific,2,Electronics,57.11337243,43.42564502,35.2969165,69.15326765,0.0792,1405.47,0.7,0.63,3,0,37,39440,0.967809079,0.035,69.92193426,0.92,79.03728075,0.24,79.94,1,9093,Moderate,2.01E-06,0.933935761,0.000938134,0.665,0.653025949,30.79031965,74.26802346,52.44845825,18.22248311,0.086086957,0.394817119
SYN_SUP_18495,SYN_COM_18495,Synthetic Supplier 18495,Synthetic Commodity 18495,Indonesia,Asia-Pacific,3,Agriculture,67.2706933,85.86829074,82.40459366,72.90665537,0.2534,263.02,0.62,0.46,0,0,20,18837,0.87864548,0.033,91.56868064,1.22,87.73062687,0.47,73.43,1,4247,Low,1.35E-05,0.849650179,0.00106174,0.54,0,61.09025735,40.36241598,80.60229683,35.15983525,0.207704918,0.24143057
SYN_SUP_18496,SYN_COM_18496,Synthetic Supplier 18496,Synthetic Commodity 18496,Indonesia,Asia-Pacific,1,Metals,64.5280741,90.89869308,74.53361127,82.46757919,0.7026,467.57,0.71,0.66,0,1,11,12417,0.940198496,0.038,68.74873896,1.62,60.15772803,0.84,80.68,4,5739,Low,5.66E-05,0.904470953,0.000885882,0.685,0,79.28017406,38.71684446,84.06680563,35.15983525,0.433703704,0.56496577
SYN_SUP_18497,SYN_COM_18497,Synthetic Supplier 18497,Synthetic Commodity 18497,China,South America,3,Chemicals,54.99342437,61.57274162,75.24991799,64.57081916,0.5344,1358.88,0.73,0.4,3,0,14,24302,0.932345457,0.053,37.97481129,1.37,71.18143592,0.74,64.24,0,10500,Low,2.20E-05,0.882931148,0.000576084,0.565,0.335291437,49.66230147,72.99605462,82.424959,21.86328536,0.390072993,0.677564581
SYN_SUP_18498,SYN_COM_18498,Synthetic Supplier 18498,Synthetic Commodity 18498,Malaysia,South America,3,Agriculture,68.67187661,81.68482979,66.51858738,93.73758942,0.7265,729.04,0.43,0.4,3,0,27,4004,0.971333215,0.012,61.86304048,0.83,99.24600447,0.81,79.11,1,888,Moderate,0.000181444,0.959677217,0.006743257,0.415,0.593685505,41.57734319,81.20312597,79.45929369,16.29202745,0.875301205,0.563506861
SYN_SUP_18499,SYN_COM_18499,Synthetic Supplier 18499,Synthetic Commodity 18499,USA,North America,3,Metals,66.48722325,63.9166202,68.64429027,49.60791528,0.2352,387.73,0.46,0.72,3,1,39,18269,0.875580878,0.011,71.29756949,1.44,85.34270154,0.55,56.96,1,7693,Moderate,1.29E-05,0.865949488,0.002134764,0.59,0.617400938,39.20947186,79.89233395,75.32214514,8.865419883,0.163333333,0.295285002
SYN_SUP_18500,SYN_COM_18500,Synthetic Supplier 18500,Synthetic Commodity 18500,Brazil,North America,2,Agriculture,56.61257113,52.3706308,86.78269497,58.0346675,0.5782,1011.04,0.66,0.53,2,1,7,22812,0.920472436,0.038,68.97479702,0.48,57.71089623,0.67,77.5,1,5430,Low,2.53E-05,0.885494483,0.000306856,0.595,0.407178681,45.17393344,60.63420934,86.79134748,8.961393198,1.204583333,0.580192794
SYN_SUP_18501,SYN_COM_18501,Synthetic Supplier 18501,Synthetic Commodity 18501,USA,North America,2,Chemicals,75.36143396,65.53459162,66.85161175,84.11924031,0.7634,625.56,0.48,0.07,0,1,29,10109,0.886341775,0.049,68.39802768,1.13,63.3480371,0.21,76.11,0,2967,Low,7.55E-05,0.842911028,0.002868731,0.275,0,69.65849811,45.21686038,67.62580588,8.865419883,0.675575221,0.59389759
SYN_SUP_18502,SYN_COM_18502,Synthetic Supplier 18502,Synthetic Commodity 18502,Brazil,South America,3,Chemicals,44.76990569,43.69295737,41.96351232,32.13571092,0.6348,1061.01,0.62,0.71,0,1,44,14166,0.852342614,0.018,61.89352028,1.1,74.26636294,0.64,45.76,2,6472,Moderate,4.48E-05,0.837000447,0.003106029,0.665,0,76.70053301,26.86194341,63.78175616,14.99576555,0.577090909,0.635854101
SYN_SUP_18503,SYN_COM_18503,Synthetic Supplier 18503,Synthetic Commodity 18503,Brazil,Asia-Pacific,2,Agriculture,58.98452023,45.06483764,44.3017834,49.93640245,0.607,1254.65,0.57,0.28,0,1,36,26694,0.902918377,0.041,40.78764203,0.98,57.15226359,0.34,71.63,2,11780,Moderate,2.27E-05,0.865898723,0.001348618,0.425,0,69.23041792,35.39071214,58.9508917,18.22248311,0.619387755,0.71921497
SYN_SUP_18504,SYN_COM_18504,Synthetic Supplier 18504,Synthetic Commodity 18504,Brazil,South America,1,Agriculture,58.62811431,56.32921537,56.74628657,56.19429489,0.8698,130.84,0.58,0.56,1,1,8,20862,0.934219849,0.044,96.30366836,1.14,92.07468498,0.36,73.57,1,910,Moderate,4.17E-05,0.893114175,0.000383472,0.57,0.286700571,69.99182666,48.51020192,65.57314329,14.99576555,0.762982456,0.546576024
SYN_SUP_18505,SYN_COM_18505,Synthetic Supplier 18505,Synthetic Commodity 18505,China,Asia-Pacific,3,Agriculture,54.635526,49.86800407,47.57687414,77.8363636,0.4362,682.34,0.81,0.53,0,0,30,46258,0.859106891,0.039,67.97603944,0.74,73.64263474,0.67,69.38,0,9829,Moderate,9.43E-06,0.825601723,0.000648536,0.67,0,62.8825659,32.7813156,67.18843707,25.09000292,0.589459459,0.493520216
SYN_SUP_18506,SYN_COM_18506,Synthetic Supplier 18506,Synthetic Commodity 18506,Brazil,South America,1,Agriculture,62.26397444,47.32092342,53.70851097,73.628413,0.5072,507.29,0.45,0.02,1,1,41,34036,0.828720206,0.056,65.45165578,1,76.66886392,0.68,77.78,3,11380,Moderate,1.49E-05,0.782311874,0.001204607,0.235,0.170678692,57.55427561,50.691718,70.45425548,14.99576555,0.5072,0.52539669
SYN_SUP_18507,SYN_COM_18507,Synthetic Supplier 18507,Synthetic Commodity 18507,Brazil,South America,3,Electronics,58.35074915,41.35757405,45.05384928,43.75453022,0.4312,392.2,0.78,0.59,0,0,30,5939,0.935285053,0.048,41.41154664,1.12,57.33753433,0.37,55,1,2797,Moderate,7.26E-05,0.890391371,0.005051355,0.685,0,67.1572378,35.01044949,59.92692464,14.99576555,0.385,0.352189704
SYN_SUP_18508,SYN_COM_18508,Synthetic Supplier 18508,Synthetic Commodity 18508,China,Asia-Pacific,2,Electronics,59.38388926,60.7683874,71.82274048,52.19397258,0.01,302.28,0.68,0.58,3,0,40,37178,0.899545021,0.038,71.66136587,1.47,68.54567195,0.81,85.76,3,11844,Moderate,2.69E-07,0.86536231,0.001075905,0.63,0.620130451,36.51563876,75.63033356,82.11137024,25.09000292,0.006802721,0.197538553
SYN_SUP_18509,SYN_COM_18509,Synthetic Supplier 18509,Synthetic Commodity 18509,Japan,Asia-Pacific,3,Electronics,82.72880163,51.85150405,69.67777285,78.87975262,0.7558,907.87,0.43,0.69,1,1,48,34997,0.96582614,0.043,80.02032943,1.54,68.60169017,0.54,55.03,3,11412,Low,2.16E-05,0.924295616,0.001371546,0.56,0.246541466,64.7065861,62.97061431,75.63888642,27.64600311,0.490779221,0.74405683
SYN_SUP_18510,SYN_COM_18510,Synthetic Supplier 18510,Synthetic Commodity 18510,Japan,Asia-Pacific,3,Food & Beverage,37.88227166,57.4152111,33.16837742,39.16626358,0.1623,644.97,0.58,0.77,2,0,28,25757,0.953506366,0.028,83.41106103,1.28,86.95596296,0.59,60.82,0,11046,High,6.30E-06,0.926808188,0.001087083,0.675,0.515373696,53.33203825,49.39602966,58.38418871,27.64600311,0.126796875,0.338012752
SYN_SUP_18511,SYN_COM_18511,Synthetic Supplier 18511,Synthetic Commodity 18511,Indonesia,Asia-Pacific,2,Food & Beverage,61.71644168,59.45043773,58.77133557,42.58464559,0.1009,1031.15,0.25,0.88,0,1,34,12346,0.845594854,0.058,34.47794175,0.2,99.51384428,0.63,51.07,1,1105,Moderate,8.17E-06,0.796550352,0.002753928,0.565,0,43.92174541,37.02986501,71.98566778,35.15983525,0.5045,0.242983896
SYN_SUP_18512,SYN_COM_18512,Synthetic Supplier 18512,Synthetic Commodity 18512,Indonesia,Asia-Pacific,2,Metals,69.63792978,56.87399193,76.07279242,52.32707183,0.2333,380.39,0.66,0.69,0,1,46,4772,0.87535893,0.023,65.50893071,0.82,79.79923126,0.13,97.9,0,9748,Moderate,4.89E-05,0.855225675,0.009639564,0.675,0,53.75922458,41.78275787,70.63639621,35.15983525,0.284512195,0.318678179
SYN_SUP_18513,SYN_COM_18513,Synthetic Supplier 18513,Synthetic Commodity 18513,Malaysia,South America,2,Agriculture,54.53346785,48.34877084,66.97507816,57.40837047,0.2946,760.74,0.6,0.58,2,0,39,21230,0.92903067,0.032,90.31708243,1.06,58.35598145,0.64,83.26,3,1341,Moderate,1.39E-05,0.899301689,0.001837023,0.59,0.541482032,47.51161959,59.38674738,76.28753908,16.29202745,0.277924528,0.315522125
SYN_SUP_18514,SYN_COM_18514,Synthetic Supplier 18514,Synthetic Commodity 18514,Brazil,Asia-Pacific,2,Chemicals,58.83897456,52.55486926,64.36351344,64.02513873,0.4587,467.01,0.66,0.44,0,1,27,29263,0.954273665,0.046,84.9305521,1.33,61.57468056,0.29,79.01,1,3403,Moderate,1.57E-05,0.910377076,0.000922667,0.55,0,70.82385891,35.30338473,67.98175672,18.22248311,0.344887218,0.389202088
SYN_SUP_18515,SYN_COM_18515,Synthetic Supplier 18515,Synthetic Commodity 18515,Brazil,South America,3,Agriculture,73.29563007,78.53585064,61.51856545,66.19828291,0.4084,900.89,0.66,0.57,0,1,40,31338,0.840682632,0.034,93.22563464,1.01,59.4585477,0.47,92.61,0,8048,Moderate,1.30E-05,0.812099422,0.001276406,0.615,0,59.70652948,43.97737804,70.15928273,14.99576555,0.404356436,0.492179799
SYN_SUP_18516,SYN_COM_18516,Synthetic Supplier 18516,Synthetic Commodity 18516,Brazil,South America,2,Metals,69.74614876,92.38148414,65.82424815,80.40190583,0.2962,1008.57,0.68,0.46,3,0,32,17606,0.893418867,0.026,56.01108004,1.16,74.15721703,0.86,44.99,0,11999,Low,1.68E-05,0.870189976,0.001817562,0.57,0.487402804,35.39384793,81.84768926,80.11212408,14.99576555,0.255344828,0.493036599
SYN_SUP_18517,SYN_COM_18517,Synthetic Supplier 18517,Synthetic Commodity 18517,Brazil,South America,1,Agriculture,49.83844708,80.53030909,63.90624639,32.57510285,0.8076,1114.18,0.5,0.4,3,1,15,29960,0.964305056,0.016,84.09377129,1.35,76.1957924,0.19,71.09,3,5689,Moderate,2.70E-05,0.948876175,0.000500668,0.45,0.79794576,57.99654352,69.90306825,65.7531232,14.99576555,0.598222222,0.738875609
SYN_SUP_18518,SYN_COM_18518,Synthetic Supplier 18518,Synthetic Commodity 18518,USA,North America,2,Electronics,62.87439797,57.45533655,50.93367479,48.48285591,0.7372,1240.03,0.68,0.5,0,0,41,13952,0.949340252,0.034,83.07523685,1.7,73.28676833,0.67,52.58,1,7965,Moderate,5.28E-05,0.917062683,0.002938647,0.59,0,81.92396071,37.72463878,68.8668374,8.865419883,0.433647059,0.746918035
SYN_SUP_18519,SYN_COM_18519,Synthetic Supplier 18519,Synthetic Commodity 18519,China,Asia-Pacific,3,Agriculture,78.78098274,90.98025907,66.41589472,64.79105229,0.373,1386.36,0.68,0.58,1,1,39,18078,0.92740635,0.037,100,0.43,90.7294663,0.78,47.81,1,5729,Low,2.06E-05,0.893092315,0.002157318,0.63,0.297697438,39.86832271,60.60192298,78.80794736,25.09000292,0.86744186,0.525567713
SYN_SUP_18520,SYN_COM_18520,Synthetic Supplier 18520,Synthetic Commodity 18520,Malaysia,Asia-Pacific,2,Metals,74.89007537,62.39328784,95.73745708,62.50532804,0.4889,1116.12,0.71,0.46,0,0,48,48843,0.794318051,0.02,73.89345694,0.99,85.6025315,0.82,78.6,1,5861,Low,1.00E-05,0.77843169,0.000982741,0.585,0,60.86097362,44.93404522,94.26872854,19.51874501,0.493838384,0.550149609
SYN_SUP_18521,SYN_COM_18521,Synthetic Supplier 18521,Synthetic Commodity 18521,Malaysia,South America,2,Electronics,61.36430453,77.38063885,56.61763682,69.42445439,0.7069,1461.04,0.5,0.42,0,1,18,20043,0.916634386,0.052,47.65596108,1.16,91.33997392,0.65,56.83,0,7649,Moderate,3.53E-05,0.868969398,0.000898069,0.46,0,73.59499341,36.81858272,71.30881841,16.29202745,0.609396552,0.762894158
SYN_SUP_18522,SYN_COM_18522,Synthetic Supplier 18522,Synthetic Commodity 18522,India,Asia-Pacific,3,Agriculture,75.93303125,100,91.12624679,87.47198395,0.5655,1106.4,0.39,0.04,2,1,36,10700,0.949018855,0.052,59.50226658,0.72,73.45934382,0.22,74.69,1,11562,Low,5.29E-05,0.899669875,0.003364486,0.215,0.356882645,41.6942724,72.22648541,79.96312339,9.261089909,0.785416667,0.666005597
SYN_SUP_18523,SYN_COM_18523,Synthetic Supplier 18523,Synthetic Commodity 18523,Malaysia,Asia-Pacific,3,Food & Beverage,69.5005719,79.88704577,90.15797935,79.26539293,0.7431,1051.93,0.65,0.87,2,1,16,28388,0.971005842,0.019,49.85326063,0.23,43.78588484,0.81,64.58,1,3020,Low,2.62E-05,0.952556731,0.000563618,0.76,0.31658706,41.03563317,68.3670098,91.27898967,19.51874501,3.230869565,0.655930041
SYN_SUP_18524,SYN_COM_18524,Synthetic Supplier 18524,Synthetic Commodity 18524,Malaysia,Asia-Pacific,3,Agriculture,65.01154475,48.01793671,49.00643018,69.91276356,0.3143,986.21,0.46,0.15,1,0,25,30375,0.839381599,0.011,57.01898286,0.32,88.71741228,0.79,75.55,2,1285,Moderate,1.03E-05,0.830148401,0.000823045,0.305,0.157780725,41.570126,52.34026019,70.30321509,19.51874501,0.9821875,0.365531724
SYN_SUP_18525,SYN_COM_18525,Synthetic Supplier 18525,Synthetic Commodity 18525,Malaysia,Asia-Pacific,2,Food & Beverage,66.20758259,82.34821319,66.11669033,81.50749756,0.0951,668.19,0.61,0.47,2,1,6,26713,0.958805018,0.041,71.2561611,0.57,69.59106628,0.57,67.31,1,2521,Low,3.56E-06,0.919494013,0.00022461,0.54,0.436797423,31.08817943,66.39121622,74.45834517,19.51874501,0.166842105,0.194671826
SYN_SUP_18526,SYN_COM_18526,Synthetic Supplier 18526,Synthetic Commodity 18526,USA,Asia-Pacific,2,Metals,60.66393852,52.29526492,81.75172595,49.49003362,0.9999,121.43,0.55,0.2,0,1,33,44204,0.866253967,0.021,83.32896581,1.43,54.28557703,0.72,75.43,0,9360,Moderate,2.26E-05,0.848062634,0.000746539,0.375,0,85.21512152,36.39836311,85.27586297,18.12650979,0.699230769,0.729097538
SYN_SUP_18527,SYN_COM_18527,Synthetic Supplier 18527,Synthetic Commodity 18527,China,Asia-Pacific,3,Food & Beverage,47.90270482,87.94243624,56.74297566,51.29605578,0.823,787.49,0.6,0.38,0,1,29,20552,0.846573958,0.057,68.81173617,1.42,86.83992267,0.26,57.63,0,10076,Low,4.00E-05,0.798319242,0.001411055,0.49,0,85.10905331,28.74162289,63.57148783,25.09000292,0.579577465,0.746839095
SYN_SUP_18528,SYN_COM_18528,Synthetic Supplier 18528,Synthetic Commodity 18528,Indonesia,Asia-Pacific,2,Chemicals,60.33646703,54.91685947,48.01695144,66.14817347,0.9141,1458.6,0.69,0.31,0,1,26,16801,0.957642071,0.015,83.97857107,0.76,79.16534822,0.68,71.72,3,1129,Moderate,5.44E-05,0.94327744,0.001547527,0.5,0,73.13473654,36.20188022,67.60847572,35.15983525,1.202763158,0.804938564
SYN_SUP_18529,SYN_COM_18529,Synthetic Supplier 18529,Synthetic Commodity 18529,Brazil,Asia-Pacific,2,Chemicals,55.19719813,58.86039716,70.8886124,41.91727948,0.1139,1007.93,0.72,0.45,2,1,44,6987,0.868122105,0.03,74.52607225,0.77,62.60748385,0.33,61.23,1,10145,Moderate,1.63E-05,0.842078441,0.006297409,0.585,0.418378658,38.41181399,59.78498554,72.0443062,18.22248311,0.147922078,0.36027034
SYN_SUP_18530,SYN_COM_18530,Synthetic Supplier 18530,Synthetic Commodity 18530,japan,Asia-Pacific,3,Chemicals,72.13228608,56.2794883,66.01787238,69.08681334,0.7206,600.49,0.39,0.69,0,0,29,13890,0.819343063,0.043,68.91709595,1.32,84.51441138,0.61,51.39,1,1852,Low,5.19E-05,0.784111312,0.002087833,0.54,0,72.56869987,43.27937165,75.20893619,100,0.545909091,0.54989496
SYN_SUP_18531,SYN_COM_18531,Synthetic Supplier 18531,Synthetic Commodity 18531,Brazil,Asia-Pacific,3,Chemicals,56.18362543,45.06957945,55.28973932,40.06774773,0.4489,526.42,0.74,0.92,0,1,31,39672,0.893104358,0.048,69.43635425,0.92,53.08478652,0.85,56.3,1,11585,Moderate,1.13E-05,0.850235349,0.000781408,0.83,0,65.3582311,33.71017526,74.64486966,18.22248311,0.487934783,0.496290189
SYN_SUP_18532,SYN_COM_18532,Synthetic Supplier 18532,Synthetic Commodity 18532,Brazil,South America,2,Food & Beverage,61.71223609,53.45768374,50.4213644,43.97232817,0.1464,1226.42,0.64,0.43,0,1,45,6499,0.837877178,0.04,70.35713772,0.69,90.20182721,0.3,75.13,1,5340,Moderate,2.25E-05,0.80436209,0.006924142,0.535,0,52.41071737,37.02734165,61.2106822,14.99576555,0.212173913,0.35713506
SYN_SUP_18533,SYN_COM_18533,Synthetic Supplier 18533,Synthetic Commodity 18533,Malaysia,North America,3,Chemicals,56.62766026,43.94864691,36.16140508,40.72463724,0.321,114.45,0.62,0.89,2,0,41,24052,0.95708982,0.004,68.37514064,1.46,59.02382729,0.64,89.39,1,10898,Moderate,1.33E-05,0.95326146,0.00170464,0.755,0.434529243,53.43865224,60.64326282,60.88070254,10.2576551,0.219863014,0.339862188
SYN_SUP_18534,SYN_COM_18534,Synthetic Supplier 18534,Synthetic Commodity 18534,Brazil,South America,3,Electronics,62.708566,81.04377647,49.00651303,56.75306402,0.7859,1153.94,0.62,0.41,0,1,15,14702,0.907133778,0.032,51.1355316,1.54,64.79404593,0.77,54.86,1,9309,Moderate,5.35E-05,0.878105497,0.001020269,0.515,0,80.7995019,37.6251396,69.90325652,14.99576555,0.510324675,0.778160982
SYN_SUP_18535,SYN_COM_18535,Synthetic Supplier 18535,Synthetic Commodity 18535,Brazil,Asia-Pacific,3,Electronics,67.66722558,65.17722048,51.81633609,61.31987269,0.664,717.13,0.62,0.4,3,1,29,24263,0.846013918,0.04,64.88027355,0.63,42.54071374,0.19,69.13,3,3323,Moderate,2.74E-05,0.812173361,0.001195236,0.51,0.526940299,37.36647105,80.60033535,59.70816804,18.22248311,1.053968254,0.554522405
SYN_SUP_18536,SYN_COM_18536,Synthetic Supplier 18536,Synthetic Commodity 18536,Indonesia,Asia-Pacific,2,Agriculture,77.97752064,72.25324262,70.86715608,77.28129942,0.5796,1008.68,0.6,0.47,0,0,40,10284,0.864453949,0.024,69.30073364,0.96,73.43697332,0.41,80.3,1,3081,Low,5.64E-05,0.843707054,0.003889537,0.535,0,61.59786778,46.78651238,73.63357804,35.15983525,0.60375,0.551135413
SYN_SUP_18537,SYN_COM_18537,Synthetic Supplier 18537,Synthetic Commodity 18537,Brazil,South America,3,Agriculture,57.86023927,63.97878235,69.92603423,63.09469431,0.4818,145.35,0.5,0.23,2,1,27,34769,0.883211662,0.033,97.80587423,0.94,73.81964429,0.81,80.62,3,9717,Moderate,1.39E-05,0.854065678,0.000776554,0.365,0.556884268,49.22724959,61.38281023,81.16301711,14.99576555,0.512553191,0.426845561
SYN_SUP_18538,SYN_COM_18538,Synthetic Supplier 18538,Synthetic Commodity 18538,India,Asia-Pacific,3,Electronics,58.14760954,54.81984301,79.06184825,59.96910819,0.4652,619.4,0.58,0.26,3,0,13,45018,0.923798424,0.034,69.10911523,1.1,79.31216837,0.48,62.05,1,11692,Moderate,1.03E-05,0.892389277,0.000288773,0.42,0.616722334,42.77833666,74.88856572,79.13092413,9.261089909,0.422909091,0.523452177
SYN_SUP_18539,SYN_COM_18539,Synthetic Supplier 18539,Synthetic Commodity 18539,Malaysia,Asia-Pacific,3,Chemicals,60.89435691,61.64412305,67.52148795,78.43026373,0.6967,1057.99,0.41,0.57,0,1,20,23651,0.917518126,0.052,69.55586724,1.26,78.98726945,0.46,71.25,1,11045,Moderate,2.95E-05,0.869807184,0.00084563,0.49,0,75.00447508,36.53661415,72.96074397,19.51874501,0.552936508,0.729884445
SYN_SUP_18540,SYN_COM_18540,Synthetic Supplier 18540,Synthetic Commodity 18540,India,South America,3,Electronics,65.95053653,53.69841639,54.54510175,62.47874508,0.8394,1177.37,0.57,0.44,2,0,17,25197,0.847542363,0.033,88.17164845,1.49,97.01102696,0.79,44.33,2,4034,Moderate,3.33E-05,0.819573465,0.000674683,0.505,0.481754289,63.58564555,66.23698858,73.07255088,6.034372352,0.563355705,0.748078088
SYN_SUP_18541,SYN_COM_18541,Synthetic Supplier 18541,Synthetic Commodity 18541,China,Asia-Pacific,3,Agriculture,46.6239561,50.52926388,54.97505262,75.1519683,0.3707,351.87,0.49,0.44,3,1,36,28514,0.900249876,0.031,92.69270861,1.54,89.45494908,0.3,70.87,1,1193,High,1.30E-05,0.87234213,0.001262538,0.465,0.808597548,51.04911536,67.97437366,63.48752631,25.09000292,0.240714286,0.288795684
SYN_SUP_18542,SYN_COM_18542,Synthetic Supplier 18542,Synthetic Commodity 18542,Malaysia,Asia-Pacific,2,Metals,51.53508837,87.45005495,56.42444938,40.80254571,0.7326,883,0.56,0.21,0,1,43,37389,0.921817515,0.023,63.1470195,1.51,79.8388658,0.7,95.41,1,2043,Moderate,1.96E-05,0.900615713,0.001150071,0.385,0,82.92771907,30.92105302,72.21222469,19.51874501,0.485165563,0.608224661
SYN_SUP_18543,SYN_COM_18543,Synthetic Supplier 18543,Synthetic Commodity 18543,Malaysia,Asia-Pacific,2,Agriculture,75.67487187,97.45024225,86.3764701,66.01061524,0.784,551.69,0.48,0.08,3,1,38,25463,0.894461343,0.038,68.11216315,0.98,94.83339688,0.46,52.85,1,10766,Low,3.08E-05,0.860471812,0.001492361,0.28,0.586085964,42.81379485,85.40492312,82.38823505,19.51874501,0.8,0.691427104
SYN_SUP_18544,SYN_COM_18544,Synthetic Supplier 18544,Synthetic Commodity 18544,Malaysia,Asia-Pacific,3,Metals,75.69504945,71.61902358,100,86.79657369,0.7318,140.59,0.58,0.42,0,1,21,21382,0.867737857,0.042,79.8360479,0.94,58.07333603,0.31,61.93,1,11275,Low,3.42E-05,0.831292867,0.000982135,0.5,0,65.90173269,45.41702967,86.2,19.51874501,0.778510638,0.59558424
SYN_SUP_18545,SYN_COM_18545,Synthetic Supplier 18545,Synthetic Commodity 18545,Malaysia,Asia-Pacific,2,Food & Beverage,57.01964202,42.64173745,77.57445027,58.35985538,0.8126,787.96,0.59,0.33,0,1,12,35626,0.900024397,0.034,56.77331888,1.24,49.27880641,0.28,60.05,0,1032,Moderate,2.28E-05,0.869423568,0.000336833,0.46,0,78.95812529,34.21178521,74.38722514,19.51874501,0.655322581,0.627138152
SYN_SUP_18546,SYN_COM_18546,Synthetic Supplier 18546,Synthetic Commodity 18546,China,Asia-Pacific,3,Electronics,40.1466969,55.32482846,54.90903818,38.34196151,0.4288,1232.33,0.62,0.29,1,0,14,24957,0.936264223,0.028,70.32926207,0.27,56.5629517,0.78,77.4,1,4626,High,1.72E-05,0.910048825,0.000560965,0.455,0.213343541,52.38532275,37.42135147,73.05451909,25.09000292,1.588148148,0.518630667
