Supplier_ID,Supplier_Name,Country,Industry_Sector,ESG_Score,Carbon_Emission_tCO2e,Waste_Management_Score,Water_Usage_m3,Energy_Consumption_MWh,Compliance_Status,Certifications,Lead_Time_Days,Production_Capacity_Units,On_Time_Delivery_Rate,Defect_Rate_Percent,Financial_Stability_Index,Sustainability_Report_Submitted,GHG_Reduction_Target_Percent,Renewable_Energy_Use_Percent,Employee_Training_Hours,Supplier_Tier
S04470,Supplier_4470,Indonesia,Chemicals,41.64,2556.01,50.7,96213.18,6775.29,Compliant,ISO 45001,26.53,313833.82,78.03,0.58,0.71,,44.17,40.36,76.57,Tier 3
S04471,Supplier_4471,Indonesia,Chemicals,74.22,619.38,84.88,78015.63,8465.36,Non-Compliant,ISO 14001,68.23,413282.78,88.21,4.09,0.57,Yes,11.77,33.45,158.51,
S04472,Supplier_4472,Vietnam,FMCG,65.35,3608.15,40.14,13283.01,760.25,Partially Compliant,ISO 9001,76.76,78207.54,77.26,3.4,0.7,No,2.48,12.83,145.95,Tier 3
S04473,Supplier_4473,Singapore,FMCG,67.08,2470.14,85.93,100407.13,8637.97,Partially Compliant,ISO 14001,56.66,300850.84,96.3,3.25,0.99,,26.35,75.61,79.64,Tier 2
S04474,Supplier_4474,India,Electronics,44.07,2785.56,34.09,69423.22,5032.63,Partially Compliant,ISO 9001,23.9,52803.88,80.48,2.59,0.73,,3.71,83.46,84.04,Tier 3
S04475,Supplier_4475,Thailand,Metals,71.96,600.45,48.81,32147.48,5440.45,Compliant,ISO 45001,30.94,439657.95,92.21,3.36,0.5,No,2.46,13.85,91.52,Tier 3
S04476,Supplier_4476,Vietnam,Chemicals,N/A,3099.67,37.74,36763.34,8060.33,Compliant,,75.22,195668.66,92.82,2.69,0.48,Yes,31.87,39.08,1.92,Tier 1
S04477,Supplier_4477,India,Automotive,90.99,2434.46,84.71,21652.58,3514.26,Non-Compliant,ISO 45001,44.52,401471.69,74.17,3.83,0.93,Yes,24.5,82.92,109.62,Tier 1
S04478,Supplier_4478,Singapore,Automotive,56.42,2831.78,93.03,43365.67,6182.72,Compliant,ISO 9001,72.62,125364.94,82.39,4.78,0.49,Yes,7.2,30.29,21.38,Tier 2
S04479,Supplier_4479,Vietnam,Metals,65.61,4374.72,54.74,1383.2,1727.11,Non-Compliant,ISO 14001,46.0,425916.02,92.57,2.63,0.47,No,15.68,46.34,71.19,Tier 1
S04480,Supplier_4480,Thailand,Plastics,63.54,743.71,74.37,51670.09,4388.77,Partially Compliant,ISO 9001,57.46,298130.33,92.75,2.15,0.58,No,42.55,53.48,2.48,Tier 2
S04481,Supplier_4481,China,Automotive,72.32,3704.2,62.85,56717.29,9315.84,Non-Compliant,ISO 14001,62.51,341904.85,87.95,0.45,0.81,No,3.18,51.9,11.18,Tier 2
S04482,Supplier_4482,Vietnam,FMCG,73.39,3677.59,49.81,67957.93,7777.52,Non-Compliant,ISO 9001,31.35,146007.88,98.64,2.23,0.56,No,12.82,23.45,88.54,Tier 3
S04483,Supplier_4483,Indonesia,Textiles,60.59,1820.88,72.86,24532.4,1572.04,Non-Compliant,None,71.53,458038.53,77.02,4.59,0.89,Yes,23.82,84.24,36.84,Tier 2
S04484,Supplier_4484,Malaysia,Plastics,40.02,3285.87,69.47,80754.96,9532.5,Non-Compliant,ISO 9001,47.5,437331.0,77.82,3.91,0.91,Yes,41.32,72.54,92.96,Tier 1
S04485,Supplier_4485,Thailand,Automotive,69.37,1704.9,31.56,18036.36,3326.37,Non-Compliant,ISO 9001,59.65,109674.09,73.07,4.64,0.92,Yes,14.34,83.95,163.6,Tier 3
S04486,Supplier_4486,India,Electronics,65.88,850.68,54.48,78054.32,1121.74,Partially Compliant,ISO 9001,6.95,61561.2,73.26,0.19,0.33,Yes,38.51,23.8,152.79,Tier 2
S04487,Supplier_4487,,,79.27,3302.58,89.88,94239.99,6891.73,Non-Compliant,ISO 45001,27.73,229423.27,91.51,0.51,0.33,No,10.43,44.72,3.69,Tier 2
S04488,Supplier_4488,Vietnam,Electronics,61.96,230.41,79.68,6290.07,4856.2,Compliant,ISO 45001,7.97,61508.67,95.23,4.4,0.4,No,20.38,70.55,131.84,Tier 1
S04489,Supplier_4489,Malaysia,Metals,77.03,445.61,58.89,25774.03,8717.55,Non-Compliant,ISO 9001,54.12,312951.68,88.45,3.48,0.74,Yes,42.67,94.97,44.04,Tier 2
S04490,Supplier_4490,Vietnam,FMCG,52.49,3178.43,98.15,20077.1,2842.2,Non-Compliant,ISO 45001,61.48,439852.49,85.66,0.87,0.44,Yes,10.98,38.71,198.73,Tier 3
S04491,Supplier_4491,Indonesia,Electronics,90.42,2287.97,67.93,83756.2,7835.18,Non-Compliant,None,52.07,390115.68,79.18,2.15,0.5,No,38.67,82.12,65.42,Tier 3
S04492,Supplier_4492,Vietnam,,46.19,1071.27,32.55,11908.47,1037.75,Compliant,ISO 9001,10.41,103662.84,88.02,2.58,0.62,Yes,16.49,3.34,86.26,Tier 3
S04493,Supplier_4493,Thailand,FMCG,77.54,4029.17,58.67,66174.98,5290.9,Non-Compliant,ISO 45001,24.4,222349.54,74.75,0.94,0.82,No,17.98,94.74,72.12,Tier 1
S04494,Supplier_4494,Singapore,Automotive,84.18,4946.09,29.66,82341.04,7494.74,Non-Compliant,None,42.32,16745.99,92.24,4.6,0.34,Yes,25.93,61.84,4.59,Tier 2
S04495,Supplier_4495,Vietnam,FMCG,61.08,189.4,93.29,82904.65,4760.7,Partially Compliant,ISO 9001,54.54,47425.53,92.05,1.7,0.61,Yes,43.79,4.29,59.2,Tier 2
S04496,Supplier_4496,Malaysia,Automotive,58.45,3117.73,46.81,15626.53,7676.38,,ISO 14001,69.39,458707.13,90.43,2.27,0.85,Yes,30.14,75.86,6.54,Tier 1
S04497,Supplier_4497,China,FMCG,89.65,584.54,81.95,19563.86,6949.25,Compliant,ISO 9001,71.39,314142.96,79.45,0.18,0.7,No,11.66,47.18,74.81,Tier 1
S04498,Supplier_4498,Vietnam,Chemicals,82.92,3597.79,93.42,70214.47,5327.69,Non-Compliant,ISO 9001,36.32,374891.39,96.22,0.49,0.53,No,23.88,65.21,58.21,Tier 2
S04499,Supplier_4499,India,Electronics,51.25,1369.05,96.34,91292.52,7421.17,Compliant,ISO 45001,10.67,70956.71,68.98,1.67,0.78,Yes,23.4,46.4,180.89,Tier 2
S04500,Supplier_4500,Singapore,Metals,63.12,762.14,57.49,1343.98,2094.82,Compliant,ISO 14001,65.6,200761.7,86.26,2.41,0.95,No,19.82,72.3,148.51,Tier 3
S04501,Supplier_4501,Thailand,Plastics,59.45,1039.63,37.87,91079.94,4479.06,Partially Compliant,ISO 9001,25.16,82920.04,72.87,2.75,0.63,No,47.02,59.33,182.77,Tier 2
S04502,Supplier_4502,India,Automotive,41.74,1708.6,91.24,38218.16,2565.58,Non-Compliant,None,8.31,249984.79,82.73,0.29,0.93,,3.25,43.3,70.19,Tier 3
S04503,Supplier_4503,Malaysia,Plastics,81.35,2732.12,29.95,82048.65,7002.06,Compliant,ISO 14001,13.98,159680.79,71.74,3.37,0.79,Yes,9.89,24.3,57.87,Tier 3
S04504,Supplier_4504,,FMCG,81.4,2545.76,38.62,61442.2,1251.66,Compliant,None,55.93,461940.93,89.61,1.19,0.64,No,26.81,22.54,9.2,Tier 1
S04505,Supplier_4505,Vietnam,Automotive,45.75,1798.98,94.42,46931.36,5661.86,Non-Compliant,ISO 45001,65.75,471017.01,85.32,2.92,0.58,No,14.58,17.95,74.81,Tier 1
S04506,Supplier_4506,Indonesia,Textiles,83.35,5028.56,60.02,79714.03,9327.74,Partially Compliant,ISO 14001,32.84,170125.34,74.33,1.78,0.53,Yes,35.41,48.84,146.6,Tier 3
S04507,Supplier_4507,India,Electronics,58.22,457.42,44.91,78247.95,5649.62,Non-Compliant,ISO 14001,57.33,223150.81,77.21,2.77,0.5,No,5.15,86.53,55.47,Tier 3
S04508,Supplier_4508,,FMCG,39.8,3112.22,36.87,19706.1,4144.83,Partially Compliant,None,78.8,427217.89,86.63,2.9,0.86,Yes,12.28,44.04,185.69,Tier 3
S04509,Supplier_4509,Thailand,Electronics,39.41,2942.01,75.95,80868.04,8787.16,Compliant,None,62.74,270732.67,72.33,1.15,0.9,Yes,13.57,33.38,102.54,Tier 3
S04510,Supplier_4510,Thailand,FMCG,60.68,1080.3,83.56,59318.45,2455.76,Partially Compliant,None,50.79,495531.34,99.77,0.51,0.43,Yes,37.4,96.01,65.52,Tier 1
S04511,Supplier_4511,Malaysia,Electronics,47.55,3751.16,53.56,73540.36,4077.55,Non-Compliant,ISO 9001,45.41,151821.42,92.4,5.01,0.43,No,23.88,25.9,101.5,Tier 2
S04512,Supplier_4512,Thailand,Automotive,75.34,1326.62,100.45,63698.76,2478.95,Compliant,ISO 45001,81.17,473998.62,98.11,2.9,0.99,No,40.63,36.23,122.77,Tier 3
S04513,Supplier_4513,India,Plastics,60.07,3623.85,33.06,9598.3,5576.69,Compliant,ISO 9001,63.16,215718.91,83.01,3.02,0.43,Yes,42.79,68.43,93.82,Tier 1
S04514,Supplier_4514,Vietnam,Metals,N/A,4457.96,73.49,28443.44,9700.58,Non-Compliant,ISO 45001,79.14,466982.41,72.44,0.97,0.99,Yes,34.48,1.28,69.43,Tier 3
S04515,Supplier_4515,Malaysia,Plastics,44.78,1781.23,97.39,93189.65,3785.96,,ISO 14001,16.8,242520.79,87.39,4.23,0.67,Yes,0.82,93.77,87.04,Tier 1
S04516,Supplier_4516,Indonesia,Textiles,91.74,3555.29,45.09,92895.03,6111.23,Compliant,ISO 45001,48.72,110486.53,80.27,2.74,0.37,Yes,22.81,39.11,48.08,Tier 2
S04517,Supplier_4517,Singapore,Chemicals,89.47,2433.73,54.85,49446.52,3186.99,Non-Compliant,None,68.61,98217.86,95.75,3.06,0.89,No,15.27,37.77,129.82,Tier 1
S04518,Supplier_4518,Malaysia,Electronics,57.45,2773.26,60.26,54811.63,2501.78,Compliant,ISO 9001,38.01,202091.95,99.32,4.22,0.47,No,5.6,3.39,5.12,Tier 3
S04519,Supplier_4519,India,Plastics,79.35,2692.93,70.72,2454.7,4718.61,Partially Compliant,ISO 45001,53.76,156339.52,100.89,1.26,0.58,Yes,15.59,1.67,103.48,Tier 3
S04520,Supplier_4520,,Textiles,86.58,2116.76,85.2,60438.46,129.6,Partially Compliant,ISO 45001,46.94,479464.41,75.8,4.92,0.65,No,7.28,8.04,121.24,Tier 3
S04521,Supplier_4521,India,FMCG,77.61,3982.67,66.06,74862.39,6814.02,Partially Compliant,ISO 45001,23.26,370495.62,79.61,2.15,0.62,Yes,5.8,0.43,92.35,Tier 2
S04522,Supplier_4522,Malaysia,Metals,49.96,2294.2,71.93,47286.93,10099.67,Partially Compliant,ISO 9001,31.76,331704.88,94.71,3.07,0.49,Yes,45.58,56.05,167.6,Tier 1
S04523,Supplier_4523,Malaysia,Automotive,65.32,609.78,96.28,96795.03,1053.45,Non-Compliant,ISO 45001,55.05,49455.52,85.52,4.64,0.98,No,26.78,7.37,179.86,Tier 2
S04524,Supplier_4524,China,Automotive,50.63,1724.32,57.37,58073.6,7920.72,Partially Compliant,ISO 14001,25.15,344632.92,94.83,1.81,0.43,Yes,34.08,39.73,76.03,Tier 1
S04525,Supplier_4525,China,Chemicals,61.34,3018.95,84.75,2591.43,1333.99,Compliant,ISO 14001,79.3,369314.02,74.44,2.83,0.41,Yes,6.89,63.56,8.98,Tier 2
S04526,Supplier_4526,Thailand,FMCG,45.78,949.41,61.91,52849.59,3002.14,Partially Compliant,None,54.04,89391.66,96.92,4.01,1.02,Yes,5.43,29.26,117.43,Tier 3
S04527,Supplier_4527,Vietnam,Electronics,97.5,3578.01,67.86,9458.62,7482.14,Compliant,ISO 9001,21.09,349989.47,82.73,2.97,0.91,,39.67,10.81,84.22,Tier 2
S04528,Supplier_4528,Singapore,Textiles,69.9,3885.04,31.21,52054.63,7625.64,,ISO 14001,28.63,90500.82,95.33,4.41,0.77,No,42.7,1.63,77.42,Tier 1
S04529,Supplier_4529,India,FMCG,73.73,2735.58,92.43,72268.32,3570.7,Partially Compliant,None,18.85,79594.58,74.04,2.39,0.95,No,31.26,80.22,81.18,Tier 2
S04530,Supplier_4530,Vietnam,Automotive,48.41,1671.25,39.23,46219.73,2743.1,Partially Compliant,None,85.36,123306.49,83.44,4.12,0.69,No,15.23,78.38,173.46,Tier 2
S04531,Supplier_4531,Indonesia,Plastics,77.21,2255.83,39.68,71222.72,7389.96,Partially Compliant,ISO 45001,67.01,325615.56,71.6,1.5,0.58,Yes,6.24,46.36,122.17,Tier 1
S04532,Supplier_4532,India,Plastics,88.94,2181.0,36.88,87009.15,7698.87,Compliant,ISO 9001,65.13,310634.59,94.71,1.47,0.66,Yes,17.76,66.76,19.77,Tier 1
S04533,Supplier_4533,Vietnam,Metals,41.34,2024.17,53.99,55710.75,6209.7,Compliant,ISO 14001,11.16,465200.47,96.35,0.26,0.88,,43.39,73.17,0.0,Tier 1
S04534,Supplier_4534,Indonesia,Metals,42.3,1892.05,90.28,83112.82,896.98,Partially Compliant,ISO 9001,41.76,353018.4,90.54,3.56,0.38,Yes,30.88,3.57,107.79,Tier 2
S04535,Supplier_4535,Malaysia,FMCG,60.19,2954.34,45.92,71678.22,5078.2,Non-Compliant,ISO 14001,35.62,514743.83,82.56,0.82,0.31,No,20.91,60.07,73.87,Tier 2
S04536,Supplier_4536,China,Textiles,48.9,3889.26,58.47,1089.25,1116.03,Non-Compliant,ISO 9001,76.35,234049.93,95.27,1.81,0.29,Yes,18.72,87.67,13.04,Tier 3
S04537,Supplier_4537,Vietnam,Metals,58.52,2408.57,42.91,15444.53,3111.89,Partially Compliant,None,66.83,247319.43,81.39,4.08,0.42,Yes,45.09,91.87,37.78,Tier 1
S04538,Supplier_4538,Singapore,Textiles,64.52,3061.25,68.19,31837.02,7525.01,Partially Compliant,ISO 45001,16.17,311195.79,74.85,4.36,0.96,Yes,13.41,24.82,123.72,Tier 1
S04539,Supplier_4539,China,,87.96,673.29,61.19,13556.36,3486.97,Compliant,ISO 9001,25.49,371973.83,86.56,2.06,0.72,Yes,26.39,66.19,93.49,Tier 2
S04540,Supplier_4540,Thailand,Plastics,47.06,3875.23,50.58,73951.47,9185.53,Non-Compliant,ISO 45001,58.73,206474.11,92.13,0.65,0.53,,40.72,36.2,74.12,Tier 2
S04541,Supplier_4541,Vietnam,FMCG,69.66,1941.37,40.26,49844.1,5078.11,Compliant,ISO 9001,82.18,58156.17,79.8,0.1,0.49,,5.83,55.14,182.25,Tier 1
S04542,Supplier_4542,Indonesia,Electronics,53.55,4200.2,39.42,35365.23,8093.04,Non-Compliant,ISO 9001,52.41,37866.16,98.83,1.32,0.46,No,31.79,5.76,103.41,Tier 2
S04543,Supplier_4543,India,Metals,92.04,779.68,89.5,20141.19,3457.97,Partially Compliant,ISO 14001,86.18,369066.17,89.85,1.14,0.98,No,9.3,1.9,175.77,Tier 3
S04544,Supplier_4544,China,Chemicals,47.63,4352.23,80.0,82806.4,7833.74,Compliant,ISO 14001,48.35,285725.26,89.09,0.33,0.92,,39.4,59.61,117.0,Tier 3
S04545,Supplier_4545,Vietnam,Plastics,85.68,1707.13,77.7,72386.85,6993.89,Partially Compliant,,74.06,292755.99,93.61,0.17,0.84,Yes,31.6,61.13,45.1,Tier 1
S04546,Supplier_4546,Malaysia,Plastics,43.28,4436.92,85.28,9757.7,9059.09,Compliant,None,78.85,303572.4,90.01,1.14,0.86,Yes,21.84,74.42,158.9,Tier 3
S04547,Supplier_4547,,Automotive,46.27,2280.92,88.73,23177.52,9791.08,Non-Compliant,ISO 14001,9.07,93518.48,98.47,3.71,0.87,No,37.59,94.7,101.99,Tier 1
S04548,Supplier_4548,Malaysia,,70.06,N/A,55.45,54226.31,7622.5,Non-Compliant,ISO 9001,11.15,194034.63,88.9,1.5,0.78,Yes,25.36,74.24,96.1,Tier 2
S04549,Supplier_4549,Indonesia,FMCG,77.2,4755.93,92.6,48614.29,8194.01,Partially Compliant,ISO 9001,64.07,64198.46,80.44,1.15,0.5,No,24.52,57.22,160.79,Tier 1
S04550,Supplier_4550,China,Textiles,46.67,1009.73,81.28,4053.38,4823.42,Non-Compliant,None,59.72,226748.42,81.58,3.09,0.7,Yes,44.95,87.49,113.61,Tier 1
S04551,Supplier_4551,Indonesia,Automotive,87.74,4066.47,58.73,91978.35,409.31,Partially Compliant,None,16.77,222354.44,80.39,1.18,0.46,No,29.63,31.37,155.12,Tier 2
S04552,Supplier_4552,,Plastics,71.69,4363.6,65.26,82657.86,5738.15,Non-Compliant,ISO 45001,10.53,389654.96,99.73,3.86,0.82,,34.94,28.01,199.77,Tier 2
S04553,Supplier_4553,Thailand,Metals,63.89,4352.4,67.46,46663.18,9456.56,Partially Compliant,ISO 9001,19.67,286687.53,67.36,0.82,0.38,Yes,22.73,40.14,140.25,Tier 2
S04554,Supplier_4554,Vietnam,FMCG,56.68,3154.14,64.79,25709.16,987.96,Partially Compliant,ISO 14001,30.36,393412.01,83.65,2.06,1.05,No,26.9,40.62,37.33,Tier 3
S04555,Supplier_4555,China,Automotive,95.16,2091.48,63.75,86500.67,1100.55,Compliant,ISO 14001,67.04,132935.56,82.12,4.13,0.63,Yes,24.95,28.89,190.83,Tier 2
S04556,Supplier_4556,India,Metals,66.75,1838.32,77.82,51740.56,5437.61,,ISO 45001,60.13,398824.86,101.13,0.13,0.72,No,5.6,33.05,200.75,Tier 2
S04557,Supplier_4557,Vietnam,Metals,68.83,1005.78,81.54,85366.15,3447.2,Partially Compliant,ISO 45001,83.44,496127.96,73.54,0.63,0.47,No,16.27,43.93,154.4,Tier 2
S04558,Supplier_4558,Thailand,Textiles,59.58,1464.22,69.83,88212.73,2483.26,Partially Compliant,None,71.68,209704.85,88.54,4.67,0.86,Yes,17.33,15.14,27.85,Tier 2
S04559,Supplier_4559,India,Electronics,53.41,3652.46,38.56,84813.17,4853.57,Non-Compliant,None,46.88,62329.13,73.76,4.07,0.34,Yes,20.08,88.82,126.8,Tier 1
S04560,Supplier_4560,Indonesia,Electronics,73.03,722.88,81.81,65469.03,3408.72,Non-Compliant,ISO 45001,63.01,108599.4,86.22,3.48,0.83,Yes,34.39,71.14,182.11,Tier 1
S04561,Supplier_4561,Vietnam,FMCG,46.14,4027.24,50.75,76107.01,9806.91,Non-Compliant,ISO 14001,72.6,69640.12,76.07,3.63,0.75,No,21.69,82.16,190.05,Tier 2
S04562,Supplier_4562,India,Automotive,56.14,1300.05,33.28,2608.85,6977.36,Compliant,ISO 14001,81.7,438325.01,68.72,0.74,0.91,Yes,22.02,74.37,28.72,Tier 3
S04563,Supplier_4563,China,Textiles,86.4,2074.93,79.62,14928.09,7398.56,Partially Compliant,None,86.06,218555.59,78.7,3.49,0.49,Yes,30.04,17.14,145.87,Tier 2
S04564,Supplier_4564,,Metals,90.61,1402.94,38.71,15870.12,5932.63,Partially Compliant,ISO 45001,70.23,189239.89,91.58,0.19,0.6,Yes,3.56,32.0,179.27,Tier 1
S04565,Supplier_4565,China,Automotive,92.16,1101.47,73.09,11970.95,8252.71,Non-Compliant,None,58.8,251188.55,80.44,0.77,0.49,No,42.53,4.93,0.51,Tier 3
S04566,Supplier_4566,Indonesia,Plastics,53.95,4708.08,47.51,25044.86,8885.45,Partially Compliant,,11.83,461164.98,90.16,2.56,0.85,No,33.37,0.24,86.38,Tier 2
S04567,Supplier_4567,Indonesia,FMCG,61.57,4945.26,64.29,28638.32,2969.59,Partially Compliant,None,70.67,417217.19,81.16,2.8,0.98,No,5.24,42.49,106.72,Tier 3
S04568,Supplier_4568,India,FMCG,57.44,4318.21,35.38,63398.77,8665.07,Partially Compliant,None,17.05,211726.68,71.26,4.56,0.91,Yes,36.42,17.02,1.29,Tier 2
S04569,Supplier_4569,Thailand,FMCG,52.69,4027.45,81.81,13312.89,2319.93,Partially Compliant,ISO 14001,8.41,419540.22,89.06,2.1,0.45,Yes,9.29,23.84,91.56,Tier 3
S04570,Supplier_4570,India,FMCG,93.62,2028.95,36.83,39279.01,5841.36,Compliant,ISO 9001,29.42,352730.87,85.07,3.75,0.44,Yes,42.21,95.58,82.89,Tier 3
S04571,Supplier_4571,Malaysia,FMCG,95.42,4456.77,69.09,34198.88,5761.51,Non-Compliant,ISO 45001,16.91,272309.78,86.56,3.53,0.51,No,21.91,5.11,191.44,Tier 1
S04572,Supplier_4572,India,Textiles,78.01,4200.24,73.28,49762.1,6990.38,,ISO 9001,14.16,174619.03,96.38,2.76,0.47,No,47.69,67.6,76.87,Tier 3
S04573,Supplier_4573,China,Plastics,45.47,3788.29,67.3,91725.59,9259.1,Non-Compliant,ISO 45001,57.01,326830.56,98.72,3.76,0.75,No,45.05,87.44,18.58,Tier 3
S04574,Supplier_4574,Vietnam,Metals,58.1,888.47,68.16,79713.23,5830.06,Partially Compliant,ISO 45001,38.71,310126.97,84.64,4.66,0.45,Yes,44.44,53.19,190.93,Tier 2
S04575,Supplier_4575,Vietnam,Automotive,51.61,2697.67,50.49,52139.92,7877.45,Partially Compliant,ISO 14001,56.54,334939.95,81.86,3.77,0.84,No,45.41,48.77,111.99,Tier 1
S04576,Supplier_4576,China,FMCG,70.24,4361.79,31.89,71697.98,3158.52,Non-Compliant,ISO 45001,10.62,217410.03,82.24,4.23,0.88,Yes,48.07,2.8,127.31,Tier 2
S04577,Supplier_4577,Thailand,Automotive,45.0,2157.44,57.46,68099.61,7817.03,Non-Compliant,ISO 14001,32.72,411938.97,81.71,2.29,0.65,Yes,4.7,85.3,172.39,
S04578,Supplier_4578,Malaysia,Chemicals,90.55,193.54,56.41,62373.66,9208.62,Partially Compliant,ISO 9001,28.54,29471.93,77.2,4.16,1.01,,33.61,35.6,36.32,Tier 1
S04579,Supplier_4579,Vietnam,Textiles,54.61,1591.65,31.13,68482.71,5117.54,,ISO 14001,72.4,46115.97,78.3,1.63,0.68,No,36.45,70.47,62.33,Tier 1
S04580,Supplier_4580,Indonesia,Automotive,45.84,527.75,85.99,83550.55,8797.96,Partially Compliant,ISO 45001,46.54,204857.1,77.58,2.09,0.82,Yes,41.35,76.18,10.78,
S04581,Supplier_4581,Malaysia,FMCG,74.99,4932.79,33.68,2128.65,9494.84,Partially Compliant,None,56.4,239828.13,84.58,2.53,0.33,No,43.99,1.14,75.87,
S04582,Supplier_4582,China,FMCG,67.8,3568.21,94.07,84328.73,2605.2,Partially Compliant,ISO 14001,42.91,213222.22,75.45,0.47,0.44,No,36.23,12.05,60.64,Tier 1
S04583,Supplier_4583,Vietnam,Electronics,86.51,1455.95,N/A,69281.88,6599.56,Compliant,ISO 9001,26.84,209916.32,91.02,0.38,0.52,No,6.07,8.71,146.47,Tier 3
S04584,Supplier_4584,Thailand,Chemicals,40.71,557.16,47.08,72353.66,3597.35,Partially Compliant,None,89.47,468233.77,79.16,3.54,0.74,No,32.11,29.25,105.74,Tier 3
S04585,Supplier_4585,China,Plastics,45.06,N/A,85.48,24034.82,10030.03,Non-Compliant,ISO 14001,62.97,465560.03,77.9,2.93,0.34,Yes,30.51,27.3,109.24,Tier 3
S04586,Supplier_4586,Singapore,Automotive,83.79,1845.61,80.39,54134.78,3407.95,Non-Compliant,ISO 45001,40.36,270069.88,85.19,0.87,0.94,No,28.35,20.02,93.1,Tier 1
S04587,Supplier_4587,Vietnam,Textiles,52.77,2904.62,97.76,80114.02,7358.11,Non-Compliant,None,84.71,453644.43,85.78,3.83,0.5,No,34.65,61.45,126.84,Tier 2
S04588,Supplier_4588,China,Chemicals,49.5,1123.18,64.49,69403.4,1223.61,,ISO 9001,11.45,453984.11,76.68,2.52,0.42,Yes,30.4,76.43,110.64,Tier 2
S04589,Supplier_4589,Singapore,Textiles,65.65,706.12,80.72,59510.38,7427.12,Compliant,ISO 45001,76.04,136626.96,80.34,0.39,0.88,Yes,33.15,87.49,0.49,Tier 2
S04590,Supplier_4590,China,Chemicals,79.66,2967.68,48.0,79158.82,3442.2,Compliant,ISO 45001,64.38,346058.79,89.62,4.23,0.31,Yes,27.3,62.44,143.42,Tier 1
S04591,Supplier_4591,Thailand,Plastics,83.64,408.62,57.28,26100.19,9198.99,,ISO 14001,68.49,423653.99,88.55,1.2,0.94,No,19.42,19.14,20.27,Tier 1
S04592,Supplier_4592,India,FMCG,94.16,2618.83,89.52,20614.12,1821.36,Partially Compliant,None,57.59,344059.85,76.5,4.21,0.78,Yes,3.19,49.31,142.17,Tier 2
S04593,Supplier_4593,Vietnam,Textiles,93.08,348.04,39.84,55716.18,3772.31,Non-Compliant,None,18.45,106620.45,103.83,0.55,0.52,Yes,12.6,5.87,26.82,Tier 1
S04594,Supplier_4594,Thailand,Plastics,85.3,2450.15,52.56,29944.34,4970.38,Non-Compliant,None,76.76,195865.75,86.92,2.55,0.54,No,27.29,42.16,168.0,Tier 3
S04595,Supplier_4595,Vietnam,Automotive,51.35,3126.98,93.54,28997.56,8945.59,Non-Compliant,ISO 9001,30.94,88205.58,88.78,0.21,0.47,Yes,10.53,19.59,117.16,Tier 3
S04596,Supplier_4596,Indonesia,Textiles,83.05,3173.61,88.0,36141.86,2339.36,Non-Compliant,,73.12,37598.67,91.36,1.5,0.72,No,48.41,48.09,192.04,Tier 2
S04597,Supplier_4597,Singapore,FMCG,68.18,2448.9,74.55,63869.59,9016.96,Compliant,ISO 45001,64.3,127303.92,85.96,0.85,0.96,Yes,43.27,16.14,145.04,Tier 2
S04598,Supplier_4598,China,Electronics,81.32,1668.2,64.75,92535.96,7364.3,Partially Compliant,ISO 45001,44.4,316777.81,85.09,0.38,0.86,,12.71,78.14,152.22,Tier 1
S04599,Supplier_4599,Vietnam,FMCG,48.88,4253.84,33.04,68508.62,1527.78,Non-Compliant,ISO 9001,55.16,97963.44,97.6,2.76,0.71,No,40.49,31.62,48.51,Tier 3
S04600,Supplier_4600,Vietnam,Metals,67.5,1572.58,52.75,66551.99,8711.69,Partially Compliant,ISO 14001,11.42,169788.58,85.53,2.8,0.63,No,18.06,60.01,135.27,Tier 3
S04601,Supplier_4601,Malaysia,,40.55,3553.02,100.79,55530.1,790.91,Compliant,ISO 45001,88.1,428093.78,87.54,1.47,0.74,No,14.18,94.77,37.58,Tier 3
S04602,Supplier_4602,Indonesia,Plastics,83.6,986.16,46.01,45092.4,5147.74,Non-Compliant,None,49.16,73449.8,87.98,3.91,0.37,Yes,13.35,6.34,71.23,
S04603,Supplier_4603,Singapore,Chemicals,65.26,719.77,60.1,74922.12,4431.51,Non-Compliant,ISO 14001,58.79,340697.05,77.11,1.39,0.7,Yes,19.38,92.51,144.5,Tier 3
S04604,Supplier_4604,Malaysia,,96.91,N/A,33.26,34125.66,3085.92,Partially Compliant,ISO 9001,59.85,253967.33,84.56,2.21,0.89,No,33.91,84.6,101.6,
S04605,Supplier_4605,Vietnam,FMCG,66.06,97.21,36.16,9536.48,1718.64,Compliant,ISO 14001,67.75,186798.35,87.33,3.34,0.91,No,33.77,49.84,120.03,Tier 3
S04606,Supplier_4606,India,Electronics,42.98,2321.24,77.24,30850.38,5731.86,Non-Compliant,ISO 14001,30.91,383645.81,76.79,1.05,0.98,Yes,35.35,41.63,196.79,
S04607,Supplier_4607,Malaysia,Chemicals,73.46,4685.76,73.29,53022.13,9587.3,Non-Compliant,ISO 14001,23.2,238410.92,82.3,4.16,0.81,No,38.28,88.39,8.1,Tier 1
S04608,Supplier_4608,India,Textiles,65.39,N/A,47.66,76395.61,5942.48,Partially Compliant,ISO 45001,63.36,152383.85,88.57,3.63,0.4,Yes,48.4,19.33,55.97,Tier 3
S04609,Supplier_4609,China,Plastics,86.69,1627.29,83.31,52663.73,3691.44,Non-Compliant,None,17.58,444405.42,90.14,1.97,0.47,Yes,0.65,64.82,73.11,Tier 1
